PaperID,Individual_ID_reported,Virus_reported,Virus_strain_isolate,Host_reported,Host_order,Sex,Inoculation_route,Dose_raw,Dose_amount,Dose_unit,Duration_of_observation,Susceptible_YN,ClinicalDisease,severity_reported,Severity_note,Histopathology,Organ_tissue_damaged,Mortality_YN,Mortality_reason,Mortality_note,Behaviour,Physical_symptoms,Notes
38,105,Tick-borne encephalitis virus,Hypr M55 and M56,Plecotus auritus,Chiroptera,NA,Subcutaneous (scapular area),"200,000 mouse LD50 amounts of 0.1 mL",2 * 10^5,Mouse LD50,23 days,Y,NA,NA,,NA,NA,Y,,,none,none,"Many more bats were inoculated and died in this study, but numbers of individuals per species are not reported"
38,102,Tick-borne encephalitis virus,Hypr M55 and M56,Barbastella barbastellus,Chiroptera,NA,Subcutaneous (scapular area),"200,000 mouse LD50 amounts of 0.1 mL",2 * 10^5,Mouse LD50,23 days,Y,NA,NA,,NA,NA,Y,,,none,none,"Many more bats were inoculated and died in this study, but numbers of individuals per species are not reported"
38,106,Tick-borne encephalitis virus,Hypr M55 and M56,Barbastella barbastellus,Chiroptera,NA,Subcutaneous (scapular area),"200,000 mouse LD50 amounts of 0.1 mL",2 * 10^5,Mouse LD50,23 days,Y,NA,NA,,NA,NA,N,,,refused food,none,"Many more bats were inoculated and died in this study, but numbers of individuals per species are not reported"
38,107,Tick-borne encephalitis virus,Hypr M55 and M56,Barbastella barbastellus,Chiroptera,NA,Subcutaneous (scapular area),"200,000 mouse LD50 amounts of 0.1 mL",2 * 10^5,Mouse LD50,23 days,Y,NA,NA,,NA,NA,Y,,,none,none,"Many more bats were inoculated and died in this study, but numbers of individuals per species are not reported"
39,1,Tick-borne encephalitis virus,Hypr M50,Glis glis,Rodentia,NA,Subcutaneous (inner surface of the left foreleg in the antebrachial region),"Suspension of 10^8 intracerebal mouse LD50 per 0.03 mL, given 0.2 mL diluted 10^-4",6.67 * 10^4,MICLD50,29 days,NA,N,NA,,NA,NA,N,,,NA,NA,
39,2,Tick-borne encephalitis virus,Hypr M50,Glis glis,Rodentia,NA,Subcutaneous (inner surface of the left foreleg in the antebrachial region),"Suspension of 10^8 intracerebal mouse LD50 per 0.03 mL, given 0.2 mL diluted 10^-4",6.67 * 10^4,MICLD50,29 days,NA,N,NA,,NA,NA,N,,,NA,NA,
39,3,Tick-borne encephalitis virus,Hypr M50,Glis glis,Rodentia,NA,Subcutaneous (inner surface of the left foreleg in the antebrachial region),"Suspension of 10^8 intracerebal mouse LD50 per 0.03 mL, given 0.2 mL diluted 10^-4",6.67 * 10^4,MICLD50,29 days,Y,Y,NA,,none,none,Y,,,NA,NA,
39,4,Tick-borne encephalitis virus,Hypr M50,Glis glis,Rodentia,NA,Subcutaneous (inner surface of the left foreleg in the antebrachial region),"Suspension of 10^8 intracerebal mouse LD50 per 0.03 mL, given 0.2 mL diluted 10^-4",6.67 * 10^4,MICLD50,29 days,Y,Y,NA,,none,none,Y,,,NA,NA,
39,5,Tick-borne encephalitis virus,Hypr M50,Glis glis,Rodentia,NA,Subcutaneous (inner surface of the left foreleg in the antebrachial region),"Suspension of 10^8 intracerebal mouse LD50 per 0.03 mL, given 0.2 mL diluted 10^-4",6.67 * 10^4,MICLD50,29 days,Y,Y,NA,,none,none,Y,,,NA,NA,
40,714,Tacaribe virus,,Artibeus jamaicensis,Chiroptera,NA,Subcutaneous (abdominal walls),100 ul containing 10^6 TCID50,10^6,TCID50,45 days,Y,Y,NA,"Isolated neutrophil gelatinase-associated lipocalin in kidneys, liver and spleen which is used as a biomarker in humans for renal damage.",severe,kidney; spleen,NA,Culled_experimental design,,NA,acute neutrophilic splenitis; white pulp hyperplasia; plasmacytic and histiocytic splenitis,
40,729,Tacaribe virus,,Artibeus jamaicensis,Chiroptera,NA,Subcutaneous (abdominal walls),100 ul containing 10^6 TCID50,10^6,TCID50,45 days,Y,Y,NA,"Isolated neutrophil gelatinase-associated lipocalin in kidneys, liver and spleen which is used as a biomarker in humans for renal damage.",severe,kidney; spleen,NA,Culled_experimental design,,NA,acute neutrophilic splenitis; white pulp hyperplasia; plasmacytic and histiocytic splenitis,
42,90,Kyasanur Forest Disease Virus,616104-10,Cynopterus sphinx,Chiroptera,NA,Intramuscular,10^5.2 LD50,10^5.2,Adult mouse LD50,21 days,Y,Y,NA,,NA,NA,NA,Accidental_death,Accidental death on day 21 (not due to infection),NA,none,"typo in MS - table says bat 90, but text says bat 91"
42,91,Kyasanur Forest Disease Virus,616104-10,Cynopterus sphinx,Chiroptera,NA,Intramuscular,10^5.2 LD50,10^5.2,Adult mouse LD50,21 days,Y,Y,NA,,NA,NA,Y,,,NA,illness; weakness,"says ""some showed signs of illness or at least weakness"" but not which - assuming the ones that died within 21 days had these symptoms"
42,92,Kyasanur Forest Disease Virus,616104-10,Cynopterus sphinx,Chiroptera,NA,Intramuscular,10^5.2 LD50,10^5.2,Adult mouse LD50,21 days,Y,Y,NA,,NA,NA,N,,,NA,NA,
42,93,Kyasanur Forest Disease Virus,616104-10,Cynopterus sphinx,Chiroptera,NA,Intramuscular,10^5.2 LD50,10^5.2,Adult mouse LD50,21 days,Y,Y,NA,,NA,NA,Y,,,NA,illness; weakness; paralysis,"says ""some showed signs of illness or at least weakness"" but not which - assuming the ones that died within 21 days had these symptoms"
42,94,Kyasanur Forest Disease Virus,616104-10,Cynopterus sphinx,Chiroptera,NA,Intramuscular,10^5.2 LD50,10^5.2,Adult mouse LD50,21 days,Y,Y,NA,,NA,NA,Y,,,NA,illness; weakness,"says ""some showed signs of illness or at least weakness"" but not which - assuming the ones that died within 21 days had these symptoms"
42,95,Kyasanur Forest Disease Virus,616104-10,Cynopterus sphinx,Chiroptera,NA,Intramuscular,10^5.2 LD50,10^5.2,Adult mouse LD50,21 days,Y,Y,NA,,NA,NA,Y,,,aggressive,illness; weakness,"says ""some showed signs of illness or at least weakness"" but not which - assuming the ones that died within 21 days had these symptoms"
44,109,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,22,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,40,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,148,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,23,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,67,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,35,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,32,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,50,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,57,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,105,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,122,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,paralysis,
44,158,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,NR_1,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,26,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,42,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,81,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness; anorexia,
44,85,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,170,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,NR_2,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,20 mouse intracerebral LD50,20,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,144,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,NR_3,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,Y,N,NA,,NA,NA,N,,,,,
44,NR_4,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_5,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_6,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_7,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_8,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,2 mouse intracerebral LD50,2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,110,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,weakness,
44,NR_9,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_10,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_11,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_12,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_13,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_14,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intracerebral,0.2 mouse intracerebral LD50,0.2,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,5,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,11,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,NR_15,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,N,,,none,weakness; anorexia,
44,NR_16,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_17,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_18,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_19,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,41,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,134,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,NR_20,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,none,none,
44,NR_21,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,none,none,
44,NR_22,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,none,none,
44,NR_23,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intramuscular (pectoral muscle),200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,none,none,
44,10,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,119,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,NR_24,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,Y,N,NA,,NA,NA,N,,,,,
44,NR_25,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_26,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_27,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_28,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,52,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,none,weakness; anorexia,
44,NR_29,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_30,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_31,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_32,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_33,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_34,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Subcutaneous,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_35,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_36,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_37,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_38,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_39,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_40,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,2000 mouse intracerebral LD50,2000,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_41,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_42,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_43,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_44,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_45,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_46,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,200 mouse intracerebral LD50,200,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,129,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,Y,NA,,NA,NA,Y,,,aggressive,,
44,NR_47,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,N,NA,,NA,NA,N,,,,,
44,NR_48,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,Y,N,NA,,NA,NA,N,,,,,
44,NR_49,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_50,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_51,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
44,NR_52,Rabies virus,,Tadarida brasiliensis mexicana,Chiroptera,NA,Intranasal,20 mouse intracerebral LD50,20,MICLD50,181 days,N,N,NA,,NA,NA,N,,,,,
52,1,Kyasanur Forest Disease Virus,S37662,Petaurista petaurista philippensis,Rodentia,NA,Subcutaneous,5.8 dex,10^5.8,MICLD50,85 days,Y,NA,NA,,NA,NA,N,,,NA,none,Looking at the other Bhat paper this is likely MICLD50
52,2,Kyasanur Forest Disease Virus,S39596,Petaurista petaurista philippensis,Rodentia,NA,Subcutaneous,4.2 dex,10^4.2,MICLD50,85 days,Y,NA,NA,,NA,NA,Y,,,NA,none,Looking at the other Bhat paper this is likely MICLD50
52,3,Kyasanur Forest Disease Virus,S39684,Petaurista petaurista philippensis,Rodentia,NA,Subcutaneous,5.0 dex,10^5.0,MICLD50,85 days,N,NA,NA,,NA,NA,N,,,NA,none,Looking at the other Bhat paper this is likely MICLD50
52,4,Kyasanur Forest Disease Virus,S39684,Petaurista petaurista philippensis,Rodentia,NA,Subcutaneous,5.0 dex,10^5.0,MICLD50,85 days,Y,NA,NA,,NA,NA,N,,,NA,none,Looking at the other Bhat paper this is likely MICLD50
52,5,Kyasanur Forest Disease Virus,S41036,Petaurista petaurista philippensis,Rodentia,NA,Subcutaneous,4.8 dex,10^4.8,MICLD50,85 days,Y,NA,NA,,NA,NA,N,,,NA,none,Looking at the other Bhat paper this is likely MICLD50
52,6,Kyasanur Forest Disease Virus,S42325,Petaurista petaurista philippensis,Rodentia,NA,Subcutaneous,4.6 dex,10^4.6,MICLD50,85 days,Y,NA,NA,,NA,NA,N,,,NA,none,Looking at the other Bhat paper this is likely MICLD50
53,1,Nipah virus,,Pteropus poliocephalus,Chiroptera,M,Subcutaneous,50000 TCID50,50000,TCID50,21 days,Y,N,NA,,mild,kidney; liver,NA,Culled_study design,,none,none,
53,2,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,21 days,Y,N,NA,,mild,bladder; kidney; liver,NA,Culled_study design,,none,none,
53,3,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,21 days,Y,N,NA,,mild,salivary gland,NA,Culled_study design,,none,none,
53,4,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,21 days,Y,N,NA,,mild,kidney; liver,NA,Culled_study design,,none,none,
53,5,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,21 days,Y,N,NA,,mild,bladder,NA,Culled_study design,,none,none,
53,6,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,21 days,Y,N,NA,,mild,kidney; liver,NA,Culled_study design,,none,none,
53,7,Nipah virus,,Pteropus poliocephalus,Chiroptera,M,Subcutaneous,50000 TCID50,50000,TCID50,3 days,Y,N,NA,,severe,testicle,NA,Culled_study design,,none,none,
53,8,Nipah virus,,Pteropus poliocephalus,Chiroptera,F,Subcutaneous,50000 TCID50,50000,TCID50,3 days,Y,N,NA,,mild,kidney; liver,NA,Culled_study design,,none,none,
53,9,Nipah virus,,Pteropus poliocephalus,Chiroptera,M,Subcutaneous,50000 TCID50,50000,TCID50,5 days,Y,N,NA,,mild,kidney; testicle; brain,NA,Culled_study design,,none,none,
53,10,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,5 days,Y,N,NA,,mild,kidney; liver; lung,NA,Culled_study design,,none,none,
53,11,Nipah virus,,Pteropus poliocephalus,Chiroptera,M,Subcutaneous,50000 TCID50,50000,TCID50,7 days,Y,N,NA,,mild,liver,NA,Culled_study design,,none,none,
53,12,Nipah virus,,Pteropus poliocephalus,Chiroptera,F,Subcutaneous,50000 TCID50,50000,TCID50,7 days,Y,N,NA,,mild,kidney,NA,Culled_study design,,none,none,
53,13,Nipah virus,,Pteropus poliocephalus,Chiroptera,M,Subcutaneous,50000 TCID50,50000,TCID50,10 days,Y,N,NA,,moderate,kidney; testicle; heart,NA,Culled_study design,,none,none,
53,14,Nipah virus,,Pteropus poliocephalus,Chiroptera,M,Subcutaneous,50000 TCID50,50000,TCID50,10 days,Y,N,NA,,mild,bladder; kidney; prostate,NA,Culled_study design,,none,none,
53,15,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,12 days,Y,N,NA,,none,none,NA,Culled_study design,,none,none,
53,16,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,12 days,Y,N,NA,,none,none,NA,Culled_study design,,none,none,
53,17,Nipah virus,,Pteropus poliocephalus,Chiroptera,NA,Subcutaneous,50000 TCID50,50000,TCID50,14 days,Y,N,NA,,severe,testicle,NA,Culled_study design,,none,none,
55,17,Lagos bat virus,,Eidolon helvum,Chiroptera,M,Intramuscular (masseter),10^0.1 TCID50,10^0.1,TCID50,17 days,Y,N,N,,none,none,N,,,NA,none,In the supplementary material the authors have detailed what they describe as incidental lesions not suspected to be a result of infection.
55,18,Lagos bat virus,,Eidolon helvum,Chiroptera,M,Intramuscular (masseter),10^0.1 TCID50,10^0.1,TCID50,17 days,Y,N,N,,none,none,NA,,Not clear,NA,none,In the supplementary material the authors have detailed what they describe as incidental lesions not suspected to be a result of infection.
55,19,Lagos bat virus,,Eidolon helvum,Chiroptera,M,Intramuscular (masseter),10^0.1 TCID50,10^0.1,TCID50,17 days,Y,N,mild; moderate,,mild,brain,Y,,,NA,none,In the supplementary material the authors have detailed what they describe as incidental lesions not suspected to be a result of infection.
55,20,Lagos bat virus,,Eidolon helvum,Chiroptera,M,Intramuscular (masseter),10^0.1 TCID50,10^1.1,TCID50,17 days,Y,N,N,,none,tongue,N,,,NA,none,In the supplementary material the authors have detailed what they describe as incidental lesions not suspected to be a result of infection.
