"PaperID","IndividualID","Virus_ICTV","Host_Upham","adult_mass_g","Dose_amount","Dose_unit","Dose_mass","Route_type"
38,"4_38","Tick-borne encephalitis virus","Plecotus_auritus",9.195,2e+05,"Mouse LD50",21750.9516041327,"Injection (body)"
38,"5_38","Tick-borne encephalitis virus","Barbastella_barbastellus",10,2e+05,"Mouse LD50",20000,"Injection (body)"
38,"6_38","Tick-borne encephalitis virus","Barbastella_barbastellus",10,2e+05,"Mouse LD50",20000,"Injection (body)"
38,"7_38","Tick-borne encephalitis virus","Barbastella_barbastellus",10,2e+05,"Mouse LD50",20000,"Injection (body)"
39,"1_39","Tick-borne encephalitis virus","Glis_glis",140.045,66700,"Mouse LD50",476.275482880503,"Injection (body)"
39,"2_39","Tick-borne encephalitis virus","Glis_glis",140.045,66700,"Mouse LD50",476.275482880503,"Injection (body)"
39,"3_39","Tick-borne encephalitis virus","Glis_glis",140.045,66700,"Mouse LD50",476.275482880503,"Injection (body)"
39,"4_39","Tick-borne encephalitis virus","Glis_glis",140.045,66700,"Mouse LD50",476.275482880503,"Injection (body)"
39,"5_39","Tick-borne encephalitis virus","Glis_glis",140.045,66700,"Mouse LD50",476.275482880503,"Injection (body)"
40,"1_40","Tacaribe mammarenavirus","Artibeus_jamaicensis",46.1,1e+06,"TCID50",21691.9739696312,"Injection (body)"
40,"2_40","Tacaribe mammarenavirus","Artibeus_jamaicensis",46.1,1e+06,"TCID50",21691.9739696312,"Injection (body)"
42,"1_42","Kyasanur Forest disease virus","Cynopterus_sphinx",37.4,158489.319246111,"Mouse LD50",4237.68233278373,"Injection (body)"
42,"2_42","Kyasanur Forest disease virus","Cynopterus_sphinx",37.4,158489.319246111,"Mouse LD50",4237.68233278373,"Injection (body)"
42,"3_42","Kyasanur Forest disease virus","Cynopterus_sphinx",37.4,158489.319246111,"Mouse LD50",4237.68233278373,"Injection (body)"
42,"4_42","Kyasanur Forest disease virus","Cynopterus_sphinx",37.4,158489.319246111,"Mouse LD50",4237.68233278373,"Injection (body)"
42,"5_42","Kyasanur Forest disease virus","Cynopterus_sphinx",37.4,158489.319246111,"Mouse LD50",4237.68233278373,"Injection (body)"
42,"6_42","Kyasanur Forest disease virus","Cynopterus_sphinx",37.4,158489.319246111,"Mouse LD50",4237.68233278373,"Injection (body)"
44,"1_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"2_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"3_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"4_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"5_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"6_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"7_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (brain)"
44,"8_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"9_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"10_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"11_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"12_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"13_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"14_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (brain)"
44,"15_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Injection (brain)"
44,"16_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Injection (brain)"
44,"17_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Injection (brain)"
44,"18_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Injection (brain)"
44,"19_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Injection (brain)"
44,"20_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Injection (brain)"
44,"21_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"22_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"23_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"24_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"25_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"26_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"27_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2,"Mouse LD50",0.16,"Injection (brain)"
44,"28_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"29_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"30_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"31_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"32_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"33_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"34_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,0.2,"Mouse LD50",0.016,"Injection (brain)"
44,"35_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"36_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"37_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"38_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"39_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"40_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"41_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"42_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"43_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"44_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"45_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"46_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"47_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"48_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"49_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"50_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"51_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"52_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"53_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"54_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Injection (body)"
44,"55_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"56_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"57_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"58_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"59_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"60_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"61_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Injection (body)"
44,"62_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Oronasal"
44,"63_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Oronasal"
44,"64_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Oronasal"
44,"65_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Oronasal"
44,"66_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Oronasal"
44,"67_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,2000,"Mouse LD50",160,"Oronasal"
44,"68_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Oronasal"
44,"69_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Oronasal"
44,"70_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Oronasal"
44,"71_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Oronasal"
44,"72_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Oronasal"
44,"73_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,200,"Mouse LD50",16,"Oronasal"
44,"74_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
44,"75_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
44,"76_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
44,"77_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
44,"78_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
44,"79_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
44,"80_44","Lyssavirus rabies","Tadarida_brasiliensis",12.5,20,"Mouse LD50",1.6,"Oronasal"
52,"1_52","Kyasanur Forest disease virus","Petaurista_philippensis",1431.92,630957.344480193,"Mouse LD50",440.637287334623,"Injection (body)"
52,"2_52","Kyasanur Forest disease virus","Petaurista_philippensis",1431.92,15848.9319246111,"Mouse LD50",11.0683082327303,"Injection (body)"
52,"3_52","Kyasanur Forest disease virus","Petaurista_philippensis",1431.92,1e+05,"Mouse LD50",69.8363037041175,"Injection (body)"
52,"4_52","Kyasanur Forest disease virus","Petaurista_philippensis",1431.92,1e+05,"Mouse LD50",69.8363037041175,"Injection (body)"
52,"5_52","Kyasanur Forest disease virus","Petaurista_philippensis",1431.92,63095.7344480193,"Mouse LD50",44.0637287334623,"Injection (body)"
52,"6_52","Kyasanur Forest disease virus","Petaurista_philippensis",1431.92,39810.7170553497,"Mouse LD50",27.8023332695609,"Injection (body)"
53,"1_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"2_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"3_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"4_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"5_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"6_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"7_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"8_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"9_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"10_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"11_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"12_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"13_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"14_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"15_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"16_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
53,"17_53","Nipah henipavirus","Pteropus_poliocephalus",675,50000,"TCID50",74.0740740740741,"Injection (body)"
55,"1_55","Lyssavirus lagos","Eidolon_helvum",280.43,1.25892541179417,"TCID50",0.0044892679520528,"Injection (body)"
55,"2_55","Lyssavirus lagos","Eidolon_helvum",280.43,1.25892541179417,"TCID50",0.0044892679520528,"Injection (body)"
55,"3_55","Lyssavirus lagos","Eidolon_helvum",280.43,1.25892541179417,"TCID50",0.0044892679520528,"Injection (body)"
55,"4_55","Lyssavirus lagos","Eidolon_helvum",280.43,12.5892541179417,"TCID50",0.044892679520528,"Injection (body)"
55,"5_55","Lyssavirus lagos","Eidolon_helvum",280.43,12.5892541179417,"TCID50",0.044892679520528,"Injection (body)"
55,"6_55","Lyssavirus lagos","Eidolon_helvum",280.43,12.5892541179417,"TCID50",0.044892679520528,"Injection (body)"
55,"7_55","Lyssavirus lagos","Eidolon_helvum",280.43,12.5892541179417,"TCID50",0.044892679520528,"Injection (body)"
55,"8_55","Lyssavirus lagos","Eidolon_helvum",280.43,12.5892541179417,"TCID50",0.044892679520528,"Injection (body)"
55,"9_55","Lyssavirus lagos","Eidolon_helvum",280.43,125.892541179417,"TCID50",0.44892679520528,"Injection (body)"
55,"10_55","Lyssavirus lagos","Eidolon_helvum",280.43,125.892541179417,"TCID50",0.44892679520528,"Injection (body)"
55,"11_55","Lyssavirus lagos","Eidolon_helvum",280.43,125.892541179417,"TCID50",0.44892679520528,"Injection (body)"
55,"12_55","Lyssavirus lagos","Eidolon_helvum",280.43,125.892541179417,"TCID50",0.44892679520528,"Injection (body)"
55,"13_55","Lyssavirus lagos","Eidolon_helvum",280.43,125.892541179417,"TCID50",0.44892679520528,"Injection (body)"
55,"14_55","Lyssavirus lagos","Eidolon_helvum",280.43,1258.92541179417,"TCID50",4.4892679520528,"Injection (body)"
55,"15_55","Lyssavirus lagos","Eidolon_helvum",280.43,1258.92541179417,"TCID50",4.4892679520528,"Injection (body)"
55,"16_55","Lyssavirus lagos","Eidolon_helvum",280.43,1258.92541179417,"TCID50",4.4892679520528,"Injection (body)"
55,"17_55","Lyssavirus lagos","Eidolon_helvum",280.43,12589.2541179417,"TCID50",44.892679520528,"Injection (body)"
55,"18_55","Lyssavirus lagos","Eidolon_helvum",280.43,12589.2541179417,"TCID50",44.892679520528,"Injection (body)"
55,"19_55","Lyssavirus lagos","Eidolon_helvum",280.43,12589.2541179417,"TCID50",44.892679520528,"Injection (body)"
55,"20_55","Lyssavirus lagos","Eidolon_helvum",280.43,12589.2541179417,"TCID50",44.892679520528,"Injection (body)"
56,"1_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"2_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"3_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"4_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"5_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"6_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"7_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"8_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"9_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"10_56","Venezuelan equine encephalitis virus","Proechimys_semispinosus",498,199.526231496888,"PFU",0.400655083327084,"Injection (body)"
56,"11_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,630.957344480193,"PFU",3.95336682005133,"Injection (body)"
56,"12_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,630.957344480193,"PFU",3.95336682005133,"Injection (body)"
56,"13_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,630.957344480193,"PFU",3.95336682005133,"Injection (body)"
56,"14_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,630.957344480193,"PFU",3.95336682005133,"Injection (body)"
56,"15_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,630.957344480193,"PFU",3.95336682005133,"Injection (body)"
56,"16_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,630.957344480193,"PFU",3.95336682005133,"Injection (body)"
56,"17_56","Venezuelan equine encephalitis virus","Zygodontomys_brevicauda",55.11,7943.28234724281,"PFU",144.135045313787,"Injection (body)"
56,"18_56","Venezuelan equine encephalitis virus","Zygodontomys_brevicauda",55.11,7943.28234724281,"PFU",144.135045313787,"Injection (body)"
56,"19_56","Venezuelan equine encephalitis virus","Zygodontomys_brevicauda",55.11,7943.28234724281,"PFU",144.135045313787,"Injection (body)"
56,"20_56","Venezuelan equine encephalitis virus","Hylaeamys_megacephalus",50.825,7943.28234724281,"PFU",156.286912882298,"Injection (body)"
56,"21_56","Venezuelan equine encephalitis virus","Hylaeamys_megacephalus",50.825,7943.28234724281,"PFU",156.286912882298,"Injection (body)"
56,"22_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,1000,"PFU",6.265664160401,"Injection (body)"
56,"23_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,1000,"PFU",6.265664160401,"Injection (body)"
56,"24_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,1000,"PFU",6.265664160401,"Injection (body)"
56,"25_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,1000,"PFU",6.265664160401,"Injection (body)"
56,"26_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,NA,NA,NA,"Natural"
56,"27_56","Venezuelan equine encephalitis virus","Sigmodon_hispidus",159.6,NA,NA,NA,"Natural"
60,"1_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,NA,NA,NA,"Natural"
60,"2_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,630957.344480193,"Mouse LD50",78.7738593535853,"Injection (body)"
60,"3_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,NA,NA,NA,"Natural"
60,"4_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,NA,NA,NA,"Natural"
60,"5_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,NA,NA,NA,"Natural"
60,"6_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,251188.643150958,"Mouse LD50",31.360438260835,"Injection (body)"
60,"7_60","Colorado tick fever coltivirus","Erethizon_dorsatum",8009.73,1995262.31496888,"Mouse LD50",249.104815639089,"Injection (body)"
63,"1_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"2_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"3_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"4_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"5_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"6_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"7_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"8_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"9_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"10_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"11_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"12_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"13_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"14_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"15_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1000,"TCID50",58.1564408258215,"Injection (body)"
63,"16_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"17_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"18_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"19_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"20_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"21_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"22_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"23_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"24_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"25_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"26_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"27_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"28_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"29_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
63,"30_63","Lyssavirus rabies","Eptesicus_fuscus",17.195,1e+05,"TCID50",5815.64408258215,"Injection (body)"
66,"1_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"2_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"3_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"4_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"5_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"6_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"7_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"8_66","Lyssavirus rabies","Desmodus_rotundus",33.18,1e+06,"Mouse LD50",30138.6377335744,"Injection (body)"
66,"9_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"10_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"11_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"12_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"13_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"14_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"15_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"16_66","Lyssavirus rabies","Desmodus_rotundus",33.18,5e+05,"Mouse LD50",15069.3188667872,"Injection (body)"
66,"17_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
66,"18_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
66,"19_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
66,"20_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
66,"21_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
66,"22_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
66,"23_66","Lyssavirus rabies","Desmodus_rotundus",33.18,50000,"Mouse LD50",1506.93188667872,"Injection (body)"
