PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Parker, Dane; Prince, Alice								Staphylococcus aureus Induces Type I IFN Signaling in Dendritic Cells Via TLR9								JOURNAL OF IMMUNOLOGY				189	8			4040	4046		10.4049/jimmunol.1201055				OCT 15 2012	2012	The importance of type I IFN signaling in the innate immune response to viral and intracellular pathogens is well established, with an increasing literature implicating extracellular bacterial pathogens, including Staphylococcus aureus, in this signaling pathway. Airway epithelial cells and especially dendritic cells (DCs) contribute to the production of type I IFNs in the lung. We were interested in establishing how S. aureus activates the type I IFN cascade in DCs. In vitro studies confirmed the rapid uptake of S. aureus by DCs followed promptly by STAT1 phosphorylation and expression of IFN-beta. Signaling occurred using heat-killed organisms and in the absence of PVL and alpha-toxin. Consistent with the participation of endosomal and not cytosolic receptors, signaling was predominantly mediated by MyD88, TLR9, and IRF1 and blocked by cytochalasin D, dynasore, and chloroquine. To determine the role of TLR9 signaling in the pathogenesis of S. aureus pneumonia, we infected WT and Tlr9(-/-) mice with MRSA USA300. Tlr9(-/-) mice had significantly improved clearance of S. aureus from the airways and lung tissue. Ifnar(-/-) mice also had improved clearance. This enhanced clearance in Tlr9(-/-) mice was not due to differences in the numbers of recruited neutrophils into the airways, but instead correlated with decreased induction of TNF. Thus, we identified TLR9 as the critical receptor mediating the induction of type I IFN signaling in DCs in response to S. aureus, illustrating an additional mechanism through which S. aureus exploits innate immune signaling to facilitate infection. The Journal of Immunology, 2012, 189: 4040-4046.																					WOS:000309590900029	22962685	
J	PILCHER, KS; SOIKE, KF; SMITH, VH; TROSPER, F; FOLSTON, B								INHIBITION OF MULTIPLICATION OF LEE INFLUENZA VIRUS BY CANAVANINE								PROCEEDINGS OF THE SOCIETY FOR EXPERIMENTAL BIOLOGY AND MEDICINE				88	1			79	86						1955	1955																						WOS:A1955WE45500023	14357349	
J	OWEN, N. C.								Investigations into the pH stability of bluetongue virus and its survival in mutton and beef								ONDERSTEPOORT J VETERINARY RES				31	(2)			109	118						1964	1964	In vitro trials with mouse brain-adapted bluetongue virus indicated that this virus was inactivated rapidly below pH 6.1-6.3 when held at either 4[degree] or 37[degree] C. Some inactivation occurred at 37[degree] C on the alkaline side of pH 8.0. The survival of virulent bluetongue virus in carcass meat probably depends upon the post mortem pH changes. The virus persisted for 30 days at 4 [degree] C in an ovine carcass where the pH of the meat failed to drop below pH 6.3. However, the virus disappeared rapidly from the musculature of carcasses which acidified normally. || ABSTRACT AUTHORS: Author																					BCI:BCI19664700048701		
J	Raghavan, S; Holmgren, J								CD4+CD25+ suppressor T cells regulate pathogen induced inflammation and disease								FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY				44	2			121	127		10.1016/j.femsim.2004.10.017				MAY 1 2005	2005	A key suppressor role has recently been ascribed to the natural CD4(+)CD25(+) regulatory T cells (Treg), the removal of which leads to the development of autoimmune disease and aggravated pathogen-induced inflammation in otherwise normal hosts. The repertoire of antigen specificities of Treg is as broad as that of naive T cells, recognizing both self and non-self antigens, enabling Treg to control a broad range of immune responses. Although widely acknowledged to play a role in the maintenance of self-tolerance, recent studies indicate that Treg can be activated and expanded against bacterial, viral and parasite antigens in vivo. Such pathogen-specific Treg can prevent infection-induced immunopathology but may also increase the load of infection and prolong pathogen persistence by suppressing protective immune responses. This review discusses the role of Treg in the prevention of exaggerated inflammation favoring chronicity in bacterial or fungal infections and latency in viral infections. Special attention is given to the role of Treg in the modulation of gastric inflammation induced by Helicobacter pylori infection. Findings in both experimentally infected mice and humans with natural infection indicate that Treg are important in protecting the H. pylori-infected host against excessive gastric inflammation and disease symptoms but on the negative side promote bacterial colonization at the gastric and duodenal mucosa which may increase the risk in H. pylori-infected individuals to develop duodenal ulcers. (c) 2004 Federation of European Microbiological Societies. Published by Elsevier B.V. All rights reserved.					6th International Workshop on Pathogenesis and Host Responses in Helicobacter Infections6th International Workshop on Pathogenesis and Host Responses in Helicobacter Infections	JUN 23-26, 2004JUN 23-26, 2004	European Study Grp Pathogenesis & Immunol Helicobacter InfectEuropean Study Grp Pathogenesis & Immunol Helicobacter Infect	Helsingor, DENMARKHelsingor, DENMARK													WOS:000229259700003	15866205	
J	Mei, Xiao-Qiang; Qin, Pan; Yang, Yong-Le; Liao, Min; Liang, Qi-Zhang; Zhao, Zhuangzhuang; Shi, Fang-Shu; Wang, Bin; Huang, Yao-Wei								First evidence that an emerging mammalian alphacoronavirus is able to infect an avian species								TRANSBOUNDARY AND EMERGING DISEASES											10.1111/tbed.14535		APR 2022			2022	A novel swine enteric alphacoronavirus, swine acute diarrhoea syndrome coronavirus (SADS-CoV), related to Rhinolophus bat CoV HKU2 in the subgenus Rhinacovirus emerged in southern China in 2017, causing diarrhoea in newborn piglets, and critical questions remain about the pathogenicity, cross-species transmission and potential animal reservoirs. Our laboratory's previous research has shown that SADS-CoV can replicate in various cell types from different species, including chickens. Here, we systematically explore the susceptibility of chickens to a cell-adapted SADS-CoV strain both in vitro and in vivo. First, evidence of SADS-CoV replication in primary chicken cells, including cytopathic effects, immunofluorescence staining, growth curves and structural protein expression, was proven. Furthermore, we observed that SADS-CoV replicated in chicken embryos without causing gross lesions and that experimental infection of chicks resulted in mild respiratory symptoms. More importantly, SADS-CoV shedding and viral distribution in the lungs, spleens, small intestines and large intestines of infected chickens were confirmed by quantitative reverse transcription polymerase chain reaction and immunohistochemistry. The genomic sequence of the original SADS-CoV from the pig source sample in 2017 was determined to have nine nucleotide differences compared to the cell-adapted strain used; among these were three nonsynonymous mutations in the spike gene. These results collectively demonstrate that chickens are susceptible to SADS-CoV infection, suggesting that they are a potential animal reservoir. To our knowledge, this study provides the first experimental evidence of cross-species infection in which a mammalian alphacoronavirus is able to infect an avian species.																					WOS:000778052300001	35340130	
J	RAYNAUD, J; BLANC, G								ACTION DE LA CORTISONE ET DE LA PILOCARPINE SUR LEVOLUTION DU VIRUS SALIVAIRE CHEZ LE MULOT ( APONDEMUS SYLVATICUS ) LE MERION ) MERIONES SHAWI ) ET LE DIPODILLE ) DIPODILLUS CAMPESTRIS )								ANNALES DE L INSTITUT PASTEUR				107	3			436	&						1964	1964																						WOS:A19644599A00008	14190402	
J	Yoshimatsu, K; Arikawa, J; Yoshida, R; Li, H; Yoo, YC; Kariwa, H								Production of recombinant hantavirus nucleocapsid protein expressed in silkworm larvae and its use as a diagnostic antigen in detecting antibodies in serum from infected rats								LABORATORY ANIMAL SCIENCE				45	6			641	646						DEC 1995	1995	The recombinant nucleocapsid protein (rNP) of Hantaan virus was expressed by a baculovirus vector in silkworm hemolymph and was used as an antigen in western blotting (WB). The rNP is expressed in insoluble form in hemolymph; therefore simple washing of the insoluble fraction with phosphate-buffered saline by low-speed centrifugation allowed preparation of purified antigen for WB. The rNP had strain-specific and hantavirus-common epitopes similar to the authentic NP antigen of hantavirus and was stable after transfer to membrane. For detection of antibody in serially obtained sera from experimentally infected rats, WB enabled detection of IgM antibodies 3 days after infection, which was at least 2 days earlier than detection by the indirect immunofluorescent antibody test (IFA). Thus WB had a higher sensitivity than the IFA for detection of hantavirus antibody in the serum of experimentally infected rats. The WB-determined IgG antibody titer was about 10 times higher than that determined by the IFA. No background staining was observed by WB even at a 1:10 dilution of serum. The selected rat sera with strong background staining or confusing staining patterns by LFA, but not focus reduction neutralization test titers, could be interpreted as test-negative because they did not have a specific reaction to virus antigen by WB. Thus the specificity of WB was higher than that of the IFA. Moreover, WB can distinguish specific from nonspecific reactions by the detection of the specific antigen on the WB membrane. Therefore the IFA or enzyme-linked immunosorbent assay followed by WB is recommended for serologic confirmation of hantavirus infection.																					WOS:A1995TL46700004	8746523	
J	JANECHAIWAT, J; THARAVANIJ, S; VAJRASTHIRA, S; CHAICUMPA, W								THE IMMUNOLOGICAL DIAGNOSIS OF HUMAN OPISTHORCHIASIS AND THE HUMORAL IMMUNE-RESPONSE TO OPISTHORCHIS INFECTION IN THE HAMSTER								JOURNAL OF THE MEDICAL ASSOCIATION OF THAILAND				63	8			439	447						1980	1980																						WOS:A1980KH74500002	7430854	
J	de Carvalho, Camila Aparecida; Ferrao, Thiago Fidelis; Cavalcante, Fernanda Siqueira; Novais de Freitas, Flavia Regina; Meireles, Luciana Regina; de Andrade Junior, Heitor Franco								Early high avidity specific IgG production in experimental hamster visceral leishmaniasis								PARASITOLOGY RESEARCH				119	11			3881	3885		10.1007/s00436-020-06851-9		AUG 2020		NOV 2020	2020	Visceral leishmaniasis (VL) byLeishmania (Leishmania) infantumis epidemic in Brazil. Hypergammaglobulinemia appears early in patients with VL and is ineffective. Usually, high-affinity IgG B cells are selected during most infections, a critical step for an effective humoral response. The avidity of IgG antibodies in VL is unexplored due to the absence of temporal parameters in most patients, associated to low clinical significance. Experimental infection models overcome this fact, allowing the monitoring of the disease temporal evolution. In this study, the avidity of IgG antibodies was evaluated in experimental models, in infection in hamsters, and in immunization in rabbits. Specific IgG antibodies were detected by ELISA, using chaotropic solution to determine avidity, as reported for viral infections. The levels of IgG antibodies correlated with the progression of experimental infection in hamsters or antigenic stimulation in immunized rabbits. However, IgG avidity was high early in infected animals, even in early periods (> 80%), while in immunized rabbits, they had early antibodies of low avidity with progressive maturation, similar as other infections. These data suggest that the affinity maturation of the avidity of anti-LeishmaniaIgG antibodies promoted at an early stage, influencing the appropriate interaction between antigens and affecting the disease progression. This fact could be associated to monovalent immune complexes, as reported in human and experimental VL. This scenario may be related to an independent process of immune cell activation by the parasite but absent in antigen preparation used as immunogens.																					WOS:000559693400001	32797264	
J	Wang, Q.; Gosangi, B.; Bowman, E. R.; Zhao, Y.; Nagarkar, D. R.; Hershenson, M. B.								Signaling Is Required for Human Rhinovirus (HRV)-Induced Airways Neutrophilic Inflammation and Hyperresponsiveness But Not Viral Clearance in Experimentally-Infected Mice								AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE				181			A6778								2010	2010																						WOS:000208771005397		
J	STERCZER, A; VOROS, K; PAPP, L; BOZSO, M								OBSERVATIONS ON THE CLINICAL-FEATURES OF AUJESZKYS-DISEASE IN DOGS								MAGYAR ALLATORVOSOK LAPJA				49	2			121	124						FEB 1994	1994	Clinical features of Aujeszky's disease (AD) have been summarized in dogs according to the authors' own experiences. The observations have been compared to the literature data. Dogs are usually infected by internal organs of pigs (e.g. lungs, kidneys) or more rarely by pork meat. The clinical symptoms develop after an incubation period of 2 to 6 days. At the early stage of the disease, the patients show depression or restlessness and fever in most cases. Later on, tachypnoea and dyspnoea can be observed. At this stage, central nervous symptoms dominate the clinical picture: (usually mild) aggression, ptyalism due to pharyngolaryngeal paralysis and intense pruritus or even paresthesia (Figs 1a, 1b and 2). Dogs die within 48, sometimes 96 hours after the first clinical signs. AD can be suspected and differentiated from other diseases of central nervous system on the basis of the history, clinical signs and its rapid progression (Table). A definitive diagnosis can be established by histological examination of the brain, isolation the virus from the brain or - if it necessary - by experimental inoculation of mice.																					WOS:A1994NB76300009		
J	Sehgal, C. L.								Studies on foot-and-mouth disease. I Serology. II. Experiments on host pathogenicity of foot-and-mouth disease virus. III. Haematology.								Indian Journal of Animal Sciences				39				429	436; 437-445; 446-451						1969	1969	C.f. antibodies were not found in the serum of cattle recovering from experimental infection with type C virus, but the gel-diffusion and the serum neutralization tests were satisfactory. Type O virus was adapted to 7-day-old unweaned mice, one-day-old chicks, 14-day-old embryonated hens' eggs, and also to goats and sheep. Various experiments are described. During the acute phase of the experimental disease a rise in the r.b.c. leucocyte and neutrophile counts and an increase in packed cell volume and haemoglobin conc. were seen in hill bulls and goats. The proportions of lymphocytes, mono-cytes and eosinophiles were decreased.-MH.																					CABI:19702203882		
J	LUCK, PC; HELBIG, JH; WITZLEB, W								IMMUNOFLUORESCENT STAINING OF INFLUENZA-VIRUS ANTIGEN IN FIXED AND PARAFFIN-EMBEDDED TISSUE OF EXPERIMENTALLY INFECTED HAMSTERS								ACTA HISTOCHEMICA				85	1			47	&						1989	1989																						WOS:A1989T308000007	2496571	
J	Malkova, D.								The development of viremia and neutralizing antibodies in the European suslik, Fat dormouse and Common mole, experimentally infected with the virus Tahyfia.								Folia Parasit.				17				85	88						1970	1970																						ZOOREC:ZOOR10700035162		
J	VISCO, G.; GALEAZZI, F.								Synergism between the influenza virus and Staphylo-coccus pyogenes				Studi sul siner-gismo tra virus influenzale e germi Nota I. Sull'importanza del fattore tossico virale				RIV IST SIEROTERAP ITAL				32	(6)			469	488						1957	1957																						BCI:BCI19583200027869	13528678	
J	Souza, Maria Conceicao Aparecida Macedo; Nassar, Alessandra Figueiredo de Castro; Cortez, Adriana; Sakai, Takeo; Itou, Takuya; Cunha, Elenice Maria Sequetin; Richtzenhain, Leonardo Jose; Ito, Fumio Honma								Experimental infection of vampire bats Desmodus rotundus (E. Geoffroy) maintained in captivity by feeding defibrinated blood added with rabies virus.								Brazilian Journal of Veterinary Research and Animal Science				46	2			92	100						2009	2009	In vampire bats, food sharing behavior would contribute for the oral transmission of rabies virus among the roostmates. To test this hypothesis, 10 captive Desmodus rotundus bats were fed defibrinated swine blood containing mice brain suspension of PV-strain of rabies virus. Other 10 bats were fed blood mixed with a mice brain suspension of T-9/95 vampire-bat-field isolate of rabies virus. Another group of 10 bats was inoculated intramuscularly with a mice brain suspension of the T-9/95 isolate. Other 20 bats were maintained without treatment and fed defibrinated swine blood for 158 days. All animals found dead during the observation period or those sacrificed at the end of the experiment were necropsied and specimens such as the brain and non-nervous tissues were collected for rabies examination. hour bats inoculated intramuscularly developed clinical rabies, with signs lasting 1-2 days, and the survival periods ranged from 11-14 days. The initial rabies diagnosis was based on direct fluorescent antibody (dFA) and mouse inoculation test (MIT) performed only on brain specimens, and subsequently, brains and the non-nervous materials were further reexamined by means of dFA, MIT and heminested-polymerase chain reaction (ht-PCR) technique. The intake of the PV-strain caused rabies in 2 bats, with survival period of 25 and 32 days, while the three bats ingesting the T-9/95 isolate presented periods of 26-31 days. Although discrepant results were found among the diagnostic tests, viruses have disseminated to the central nervous system and other organs, as seen in bats inoculated intramuscularly.																					ZOOREC:ZOOR14509057974		
J	Fingas, Felix; Volke, Daniela; Bielefeldt, Petra; Hassert, Rayk; Hoffmann, Ralf								Detection of mammalian orthoreovirus type-3 (Reo-3) infections in mice based on serotype-specific hemagglutination protein sigma-1								VIROLOGY JOURNAL				15						114	10.1186/s12985-018-1021-8				JUL 27 2018	2018	Background: Reovirus type-3 infections cause severe pathologies in young mice and thus influence animal experiments in many ways. Therefore, the Federation of Laboratory Animal Science Associations (FELASA) recommends an annual screening in laboratory mice as part of a thorough health monitoring program. Based on the high protein sequence homology among the different reovirus serotypes, immunofluorescence antibody assay and other indirect methods relying on the whole virus are presumably cross-reactive to antibodies triggered by mammalian orthoreovirus infections independent of the serotype.Methods: The serotype-specific protein sigma-1 was expressed in Escherichia coli with an N-terminal Strep-tag and a C-terminal His-tag. The purified Strep-r sigma-1-His-construct was used to develop an indirect ELISA by testing defined positive and negative sera obtained by experimental infection of mice as well as field sera.Results: The Strep-r sigma-1-His-ELISA provided high sensitivity and specificity during validation. Notably, a high selectivity was also observed for sera positively tested for other relevant FELASA-listed pathogens. Screening of field samples indicated that a commercial reovirus type-3-based ELISA might be cross-reactive to other murine reovirus serotypes and thus produces false-positive results.Conclusions: The prevalence of reovirus type-3 might be overestimated in German animal facilities and most likely in other countries as well. The occurrence of other reovirus serotypes, however, raises the question if murine health monitoring programs should be extended to these pathogens.																					WOS:000440004800001	30049287	
J	Cohen, JI; Krogmann, T; Ross, JP; Pesnicak, L; Prikhod'ko, EA								Varicella-zoster virus ORF4 latency-associated protein is important for establishment of latency								JOURNAL OF VIROLOGY				79	11			6969	6975		10.1128/JVI.79.11.6969-6975.2005				JUN 2005	2005	Varicella-zoster virus (VZV) encodes at least six genes that are expressed during latency. One of the genes, ORF4, encodes an immediate-early protein that is present in the virion tegument. ORF4 RNA and protein have been detected in latently infected human ganglia. We have constructed a VZV mutant deleted for ORF4 and have shown that the gene is essential for replication in vitro. The ORF4 mutant virus could be propagated when grown in cells infected with baculovirus expressing the ORF4 protein under the human cytomegalovirus immediate-early promoter. In contrast, the VZV ORF4 deletion mutant could not be complemented in cells expressing herpes simplex virus type 1 (HSV-1) ICP27, the homolog of ORF4. Cells infected with baculovirus expressing ORF4 did not complement an HSV-1 ICP27 deletion mutant. VZV-infected cotton rats have been used as a model for latency; viral DNA and latency-associated transcripts are expressed in dorsal root ganglia 1 month or more after experimental infection. Cotton rats inoculated with VZV lacking ORF4 showed reduced frequency of latency compared to animals infected with the parental or ORF4-rescued virus. Thus, in addition to VZV ORF63, which was previously shown to be critical for efficient establishment of latency, ORF4 is also important for latent infection.																					WOS:000229085400041	15890936	
J	Shi, Limin; Smith, Stephen E. P.; Malkova, Natalia; Tse, Doris; Su, Yixuan; Patterson, Paul H.								Activation of the maternal immune system alters cerebellar development in the offspring								BRAIN BEHAVIOR AND IMMUNITY				23	1			116	123		10.1016/j.bbi.2008.07.012				JAN 2009	2009	A common pathological finding in autism is a localized deficit in Purkinje cells (PCs). Cerebellar abnormalities have also been reported in schizophrenia. Using a mouse model that exploits a known risk factor for these disorders, maternal infection, we asked if the offspring of pregnant mice given a mid-gestation respiratory infection have cerebellar pathology resembling that seen in these disorders. We also tested the effects of maternal immune activation in the absence of virus by injection of the synthetic dsRNA, poly(I:C). We infected pregnant mice with influenza on embryonic day 9.5 (E9.5), or injected poly(I:C) i.p. on E12.5, and assessed the linear density of PCs in the cerebellum of adult or postnatal day 11 (P11) offspring. To study granule cell migration, we also injected BrdU on P11. Adult offspring of influenza- or poly(I:C)-exposed mice display a localized deficit in PCs in lobule VII of the cerebellum, as do P11 offspring. Coincident with this are heterotopic PCs, as well as delayed migration of granule cells in lobules VI and VII. The cerebellar pathology observed in the offspring of influenza- or poly(I:C)-exposed mice is strikingly similar to that observed in autism. The poly(I:C) findings indicate that deficits are likely caused by the activation of the maternal immune system. Finally, our data suggest that cerebellar abnormalities occur during embryonic development, and may be an early deficit in autism and schizophrenia. (c) 2008 Elsevier Inc. All rights reserved.																					WOS:000261779900016	18755264	
J	Kiyotake, M.								Studies on experimental infection with Negishi virus in mice and transmission of the virus to ticks.								Japanese Journal of Veterinary Research				29	1-2			25	25						1981	1981																						ZOOREC:ZOOR11800048032		
J	MORENOLOPEZ, J; CORREAGIRON, P; MARTINEZ, A; ERICSSON, A								CHARACTERIZATION OF A PARAMYXOVIRUS ISOLATED FROM THE BRAIN OF A PIGLET IN MEXICO								ARCHIVES OF VIROLOGY				91	3-4			221	231		10.1007/BF01314282				1986	1986																						WOS:A1986E682500003	3778211	
J	Morodomi, Yosuke; Aiolfi, Roberto; Won, Eric; Kanaji, Sachiko; Schimmel, Paul; Ruggeri, Zaverio M.; Kanaji, Taisuke								Sca-1 As a Marker of Stress-Induced Thrombopoiesis in Mice								BLOOD				134			1068				10.1182/blood-2019-127446			1	NOV 13 2019	2019						61st Annual Meeting and Exposition of the American-Society-of-Hematology (ASH)61st Annual Meeting and Exposition of the American-Society-of-Hematology (ASH)	DEC 07-10, 2019DEC 07-10, 2019	Amer Soc HematolAmer Soc Hematol	Orlando, FLOrlando, FL													WOS:000577160400148		
J	Hong, Yan; He, Zhuo-Jing; Tao, Wei; Fu, Ting; Wang, Yan-Kun; Chen, Yong								Experimental infection of Z:ZCLA Mongolian gerbils with human hepatitis E virus								WORLD JOURNAL OF GASTROENTEROLOGY				21	3			862	867		10.3748/wjg.v21.i3.862				JAN 21 2015	2015	AIM: To investigate whether Z:ZCLA Mongolian gerbils are readily susceptible to infection by human hepatitis E virus (HEV).METHODS: Z:ZCLA Mongolian gerbils were infected with a clinical HEV strain isolated from an acute hepatitis E patient, and virus pathogenesis was assessed in this host. Non-infected gerbils served as the control group. Feces samples from gerbils were collected weekly for reverse transcription-nested polymerase chain reaction. Serum anti-HEV IgG and alanine aminotransferase (ALT) were detected by enzyme linked immunosorbent assay. At sacrifice, each animal's liver, spleen and kidney were collected for histopathologic examination.RESULTS: HEV-infected gerbils showed fatigue, with histopathological changes observed in the liver, spleen and kidney. HEV RNA was detected in fecal samples taken at day 7 after inoculation and the detectable levels lasted out to day 42 after inoculation. Interestingly, ALT levels were only moderately increased in the HEV-infected animals compared with the noninfected control group.CONCLUSION: Z: ZCLA Mongolian gerbils are susceptible to human HEV.																					WOS:000348419400013	25624719	
J	Lawrence, Jennifer; Parcells, Mark S.; Schwarz, Jaclyn								An Investigation into the Microglial Response to Neonatal ZIKV Infection								FASEB JOURNAL				32	1		805.8							S	APR 2018	2018						Annual Meeting of Amer-Assoc-of-Anatomists (AAA), Amer-Physiol-Soc (APS), Amer-Soc-for-Biochemistry-and-Mol-Biol (ASBMB), Amer-Soc-for-Investigat-Pathol (ASIP), Amer-Soc-for-Pharmacol-and-Experimental-Therapeut (ASPET) on Experimental Biology (EB)Annual Meeting of Amer-Assoc-of-Anatomists (AAA), Amer-Physiol-Soc (APS), Amer-Soc-for-Biochemistry-and-Mol-Biol (ASBMB), Amer-Soc-for-Investigat-Pathol (ASIP), Amer-Soc-for-Pharmacol-and-Experimental-Therapeut (ASPET) on Experimental Biology (EB)	APR 21-25, 2018APR 21-25, 2018	Amer Physiol Soc; Amer Soc Biochemistry & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Pharmacol & Experimental TherapeutAmer Physiol Soc; Amer Soc Biochemistry & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Pharmacol & Experimental Therapeut	Amer Assoc Anatomists, San Diego, CAAmer Assoc Anatomists, San Diego, CA													WOS:000436985003270		
J	GOMEZ M M; BOXACA M C								EFFECT OF EXPERIMENTAL JUNIN VIRUS INFECTION ON PREGNANT GUINEA-PIGS								Revista Argentina de Microbiologia				13	1			35	40						1981	1981	Five pregnant guinea-pigs infected with the pathogenic Junin XJ strain (prototype strain) died 9-15 days post-inoculation (pi) with fetus retention in utero. Mother and fetus showed the characteristic postmortem hemorrhagic signs. Virus was recovered from all the specimens tested except the mothers' brain, reproducing the pattern observed in nonpregnant guinea-pigs. The presence of virus in placenta, amniotic fluids and membranes suggests that transplacental infection took place. The inoculation of 23 animals (8 before fecundation and 15 during pregnancy) with the XJo, an attenuated variant of the XJ strain, showed a high mortality (44%) as compared with 12% obtained in nonpregnant guinea pigs under the same experimental conditions and with 16% of noninfected pregnant guinea-pigs. All the infected guinea-pigs had a term pregnancy; no miscarriages or intrauterine death were observed and the mothers died shortly after delivery. No evidence of transplacental infection was obtained. The highest mortality for mothers (78%) occurred when the critical period of disease overlapped with the predelivery period. All the animals showed signs of sickness and 7 died. All of their newborns died but no virus was isolated from their organs. Mortality was lower among the females infected before fecundation or during the 1st third of pregnancy (21%), but 55% of their litters died during their 1st wk of life. This mortality could be accounted for by a direct or indirect virus effect.																					BCI:BCI198274010969	6287523	
J	WEGNER Z								LABORATORY STUDY ON SOME PARASITIC HEMATOPHAGOUS ARTHROPODS AS POSSIBLE SUBSIDIARY LINKS OF THE BIOCENOSIS OF TICK-BORNE ENCEPHALITIS								Bulletin of the Institute of Maritime and Tropical Medicine in Gdynia				27	1			75	85						1976	1976																						BCI:BCI197612097365	6104	
J	Simulundu, Edgar; Nao, Naganori; Yabe, John; Muto, Nilton A.; Sithebe, Thami; Sawa, Hirofumi; Manzoor, Rashid; Kajihara, Masahiro; Muramatsu, Mieko; Ishii, Akihiro; Ogawa, Hirohito; Mweene, Aaron S.; Takada, Ayato								The zoonotic potential of avian influenza viruses isolated from wild waterfowl in Zambia								ARCHIVES OF VIROLOGY				159	10			2633	2640		10.1007/s00705-014-2124-1				OCT 2014	2014	Whilst remarkable progress in elucidating the mechanisms governing interspecies transmission and pathogenicity of highly pathogenic avian influenza viruses (AIVs) has been made, similar studies focusing on low-pathogenic AIVs isolated from the wild waterfowl reservoir are limited. We previously reported that two AIV strains (subtypes H6N2 and H3N8) isolated from wild waterfowl in Zambia harbored some amino acid residues preferentially associated with human influenza virus proteins (so-called human signatures) and replicated better in the lungs of infected mice and caused more morbidity than a strain lacking such residues. To further substantiate these observations, we infected chickens and mice intranasally with AIV strains of various subtypes (H3N6, H3N8, H4N6, H6N2, H9N1 and H11N9) isolated from wild waterfowl in Zambia. Although some strains induced seroconversion, all of the tested strains replicated poorly and were nonpathogenic for chickens. In contrast, most of the strains having human signatures replicated well in the lungs of mice, and one of these strains caused severe illness in mice and induced lung injury that was characterized by a severe accumulation of polymorphonuclear leukocytes. These results suggest that some strains tested in this study may have the potential to infect mammalian hosts directly without adaptation, which might possibly be associated with the possession of human signature residues. Close monitoring and evaluation of host-associated signatures may help to elucidate the prevalence and emergence of AIVs with potential for causing zoonotic infections.																					WOS:000342413500011	24862188	
J	LYARSKAYA, TY; KETILADZE, ES; ZHILINA, NN; ORLOVA, NN								DETECTION OF VIRAL ANTIGEN BY AUTORADIOGRAPHY AND IMMUNOFLUORESCENCE IN EPITHELIAL CELLS OF RESPIRATORY TRACT IN NATURAL AND EXPERIMENTAL INFLUENZA INFECTION								ACTA VIROLOGICA				10	6			521	+						1966	1966																						WOS:A19668530200006	4165887	
P	Larocco, Michael A.; Baxt, Barry; Duque, Hernando								Continuous porcine kidney cell line constitutively expressing bovine alpha V beta 6 integrin with increased susceptibility to foot and mouth disease virus					US 09121010	The United States of America as represented by The Secretary of Agriculture		Official Gazette of the United States Patent and Trademark Office Patents															SEP 1 2015	2015	Foot and out disease virus (FMDV) is worldwide problem. Rapid isolation, serotyping and vaccine matching of FMDV from infected animals is critical to enable the implementation of effective vaccination programs and to stop the spread of infection during outbreaks. Current virus isolation protocols use primary cells, known to be susceptible to FMDV, or baby hamster kidney cells (BHK-21) and other cell lines that are not highly sensitive to some strains of FMDV. The alpha (V)beta (6 )integrin is a principal receptor for FMDV. We therefore transduced the porcine kidney cell line, LFBK, to stably express both the alpha (V )and beta (6 )bovine integrin subunits. The LFBK-alpha (V)beta (6 )cell line showed both beta (6 )expression and enhanced susceptibility to FMDV infection for at least 100 cell passages. LFBK-alpha (V)beta (6 )cells are highly sensitive for detecting all serotypes of FMDV from experimentally infected animals, including the porcinophillic strain O/TAW/97 and are thus a sensitive tool for FMDV isolation.																					BCI:BCI201600309999		
