PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	KUNDIN, W. D.; LIU, C.; HYSELL, P.								Fluorescent antibody and infectivity studies on the pathogenesis of reovirus type 1 in suckling mice								VIIIth International Congress for Microbiology, Abstracts, Montreal, Quebec, Canada No. D 30.10.								97	p. 97						1962	1962	Pairs of suckling mice, inoculated subcutaneously with reovirus 1 (ECHO 10) were sacrificed at intervals from the 7th hour to the 22nd day after experimental infection. Patterns of infectious virus spread were studied by infectivity titrations in monkey kidney tissue cultures of . ground up tissues and organs of one suckling. Infectious virus was detectable in various tissues throughout the duration of the experiment. The greatest amounts of virus were found from the 7th to the 10th days after infection. The tissues most involved were brown fat, liver, spleen, small intestines and pancreas, and to a lesser extent, all 23 other tissues tested. No specific deaths were observed although some mice showed signs of infection, such as spastic gait, shivering, and roughening of fur coat. Viral antigen was found in some 20 different tissues and organs from the 3rd to the 14th day. The greatest amounts of antigen were detectable from the 6th to the 9th day. The tissues most involved were brown fat, white fat, salivary glands, skeletal muscle and the endothelial lining of blood vessels. There appeared to be direct correlation between infectivity and antigenicity. || ABSTRACT AUTHORS: Authors																					BCI:BCI19634100019620		
J	SINGH, SB; LANG, CM								ENZYME-LINKED IMMUNOSORBENT-ASSAY IN THE DIAGNOSIS OF KILHAM RAT VIRUS-INFECTION IN RATS								LABORATORY ANIMALS				18	4			364	370		10.1258/002367784780865289				1984	1984																						WOS:A1984ACK8200020	6096629	
J	VASSAO, RC; ANNA, OAS; PEREIRA, CA								A GENETIC-ANALYSIS OF MACROPHAGE ACTIVATION AND SPECIFIC ANTIBODIES IN RELATION TO THE RESISTANCE OF HETEROGENEOUS MOUSE-POPULATIONS TO MHV3 INFECTION								ARCHIVES OF VIROLOGY				139	3-4			417	425		10.1007/BF01310802				1994	1994	The genetically selected high antibody responder mice (H-III) are susceptible and the low antibody responder mice (L(III)) are resistant to the experimental infection with Mouse Hepatitis Virus 3 (MHV3). The mortality rates of the F-1 hybrids and of the F-2 segregants showed the codominance of the susceptible and resistant characters. The direct individual intrapopulation correlation between the induction of antiviral state in macrophages activated by IFN gamma and the resistance to the virus infection, showed that an antiviral state could be induced in resistant mouse macrophages, whereas in susceptible mouse macrophages no restriction of virus replication could be observed. A direct inter- and intrapopulation correlation of pre-existing antibody titres against MHV3 with the mortality and a direct interpopulation correlation of those titres with the mean survival time of susceptible animals was shown. The data indicate, among the mechanisms of resistance against the virus infection, a role of IFN gamma macrophage-activation and of antibodies against MHV3 which may delay the mean survival time in susceptible animals.																					WOS:A1994PZ10300015	7832646	
J	GUILLON, JC; TSIANG, H								ROLE OF INTERFERON AND THYMUS IN THE PATHOGENESIS OF STREET RABIES VIRUS-INFECTION IN MICE								ANNALES DE VIROLOGIE				131	2			229	&		10.1016/0769-2617(80)90035-0				1980	1980																						WOS:A1980JX98700009		
J	SERKEDZHIEVA YU; NAJDENOVA E								ANTI-INFLUENZA EFFECT OF A SUBSTANCE ISOLATED FROM NARCISSUS-PSEUDONARCISSUS L								Acta Microbiologica Bulgarica				27				64	69						1991	1991	A group of substances isolated from Bulgarian medicinal plants (from the terpene group) and their semi-synthetic products were studied for anti-influenza effect in cell cultures. The substance isolated from the leaves of Narcissus pseudonarcissus L. (NP) inhibits to a considerable extent the reproduction of different influenza viruses in tissue cultures. The antiviral effect of NP depends on the applied dose and the scheme used. The substance is most active when inoculated simultaneously and after the viral infection. The decrease in viral reproduction reaches 3.5 l g for A/PR8, 3 lg for A/Krasnodar, 2.5 lg for A/Gabrovo, 1.5 lg for A/Hong Kong. The substance shows moderate protective effect in experimental infection of mice.																					BCI:BCI199293025769		
J	HAYASHI K; MIFUNE K; SHICHIJO A								ANALYTICAL INVESTIGATION ON JAPANESE ENCEPHALITIS VIRUS INFECTION OF MOSQUITOES AND PIGS PARTICULARLY IN EARLY EPIDEMIC SEASON IN NAGASAKI AREA JAPAN								Tropical Medicine				12	2			51	63						1970	1970																						BCI:BCI197152139119		
J	Chiu, Elliott S.; McDonald, Coby A.; VandeWoude, Sue								Endogenous Feline Leukemia Virus (FeLV) siRNA Transcription May Interfere with Exogenous FeLV Infection								JOURNAL OF VIROLOGY				95	23					e00070-21	10.1128/JVI.00070-21				DEC 2021	2021	Endogenous retroviruses (ERVs) are increasingly recognized for biological impacts on host cell function and susceptibility to infectious agents, particularly in relation to interactions with exogenous retroviral progenitors (XRVs). ERVs can simultaneously promote and restrict XRV infections using mechanisms that are virus and host specific. The majority of endogenous-exogenous retroviral interactions have been evaluated in experimental mouse or chicken systems, which are limited in their ability to extend findings to naturally infected outbred animals. Feline leukemia virus (FeLV) has a relatively well-characterized endogenous retrovirus with a coexisting virulent exogenous counterpart and is endemic worldwide in domestic cats. We have previously documented an association between endogenous FeLV (enFeLV) long terminal repeat (LTR) copy number and abrogated exogenous FeLV in naturally infected cats and experimental infections in tissue culture. Analyses described here examine limited FeLV replication in experimentally infected peripheral blood mononuclear cells, which correlates with higher enFeLV transcripts in these cells compared to fibroblasts. We further examine NCBI Sequence Read Archive RNA transcripts to evaluate enFeLV transcripts and RNA interference (RNAi) precursors. We find that lymphoid-derived tissues, which are experimentally less permissive to exogenous FeLV infection, transcribe higher levels of enFeLV under basal conditions. Transcription of enFeLV-LTR segments is significantly greater than that of other enFeLV genes. We documented transcription of a 21-nucleotide (nt) microRNA (miRNA) just 3' to the enFeLV 5'-LTR in the feline miRNAome of all data sets evaluated (n = 27). Our findings point to important biological functions of enFeLV transcription linked to solo LTRs distributed within the domestic cat genome, with potential impacts on domestic cat exogenous FeLV susceptibility and pathogenesis.IMPORTANCE Endogenous retroviruses (ERVs) are increasingly implicated in host cellular processes and susceptibility to infectious agents, specifically regarding interactions with exogenous retroviral progenitors (XRVs). Exogenous feline leukemia virus (FeLV) and its endogenous counterpart (enFeLV) represent a well-characterized, naturally occurring XRV-ERV dyad. We have previously documented an abrogated FeLV infection in both naturally infected cats and experimental fibroblast infections that harbor higher enFeLV proviral loads. Using an in silico approach, we provide evidence of miRNA transcription that is produced in tissues that are most important for FeLV infection, replication, and transmission. Our findings point to important biological functions of enFeLV transcription linked to solo-LTRs distributed within the feline genome, with potential impacts on domestic cat exogenous FeLV susceptibility and pathogenesis. This body of work provides additional evidence of RNA interference (RNAi) as a mechanism of viral interference and is a demonstration of ERV exaptation by the host to defend against related XRVs.																					WOS:000718345200006	34495702	
J	Fukushima, A; Yoo, YC; Yoshimatsu, K; Matsuzawa, K; Tamura, M; Tonooka, S; Taniguchi, K; Urasawa, S; Arikawa, J; Azuma, I								Effect of MDP-Lys(L18) as a mucosal immunoadjuvant on protection of mucosal infections by Sendai virus and rotavirus								VACCINE				14	6			485	491		10.1016/0264-410X(95)00236-T				APR 1996	1996	To examine the effect of MDP-Lys(L18), a derivative of muramyl dipeptide (MDP), as a mucosal immunoadjuvant, we investigated its activity to augment host resistance against mucosal infections by Sendai virus and rotavirus in mice. lit an experimental infection model that suckling mice (10-day-old) were inoculated perorally (p.o.) with 1.5 x 10(6) p.f.u. mouse(-1) of rotavirus strain SA11, intrarectal (i.r.) as well as p.o., administration of MDP-Lys(L18) (50 mu g mouse(-1)) prior to virus infection markedly reduced rotavirus-induced diarrhea. Furthermore, when MDP-Lys(L18) was administered p.o. (1 mg mouse(-1)), i.r. (300 mu g mouse(-1)) or intranasally (i.n., 100 mu g mouse(-1)) various days before Sendai virus infection (2.6 x 10(4) HAD mouse(-1)), all the mucosal administration of MDP-Lys(L18) significantly protected a lethal infection of Sendai virus, showing a dose-dependent manner. However, the efficacy of MDP-Lys(L18) to induce the prophylactic activity against the viruses somewhat varied according to the administration route and timing. In time course analysis of virus isolation in vivo, the mice administered with MDP-Lys(L18) exhibited a significant reduction of both viruses in the lungs for Sendai virus and in the bowels for rotavirus. These results suggest that MDP-Lys(L18) is a potent mucosal immunoadjuvant to enhance nonspecific host resistance against two mucosal infectious viruses, Sendai virus and rotavirus. Copyright (C) 1996 Elsevier Science Ltd.																					WOS:A1996UP91800005	8782344	
J	GOTO, H; BURGER, D; GORHAM, JR								QUANTITATIVE STUDIES OF PSEUDORABIES VIRUS IN MINK, FERRETS, RABBITS AND MICE								JAPANESE JOURNAL OF VETERINARY SCIENCE				33	3			145	&		10.1292/jvms1939.33.145				1971	1971																						WOS:A1971J735600005	4327892	
J	Voinov, S. I.; Zagrobyan, L. I.								Experimental study of a strain of foot and mouth disease virus type SAT-1.								Veterinariya				41	8			17	18						1964	1964	Cattle and g.pigs experimentally infected with types O, A or C of F & M disease virus were shown not to acquire any immunity to a SAT-2 strain. The clinical signs of infection with the various types did not differ in kind, though those due to the SAT-2 strain were the most severe. Clear clinical signs appeared in 5-7-day-old white mice on the first passage of the SAT-2 strain from cattle. After 4-5 passages in white mice the strain produced characteristic F & M signs in 18-20-day-old white mice. Serological differences between the types were shown by c.f. tests.-A.W.J.																					CABI:19652200567		
J	Geiger, KD; Lee, MS; Baugh, C; Sarvetnick, NE								Protective effects of interferon-gamma in intraocular herpes simplex type 1 infection do not depend on major histocompatibility complex class I or class II expression								JOURNAL OF NEUROVIROLOGY				1	5-6			405	409		10.3109/13550289509111031				DEC 1995	1995	Intraocular infection with herpes simplex virus type I strain F (HSV-1) induces bilateral retinitis, the expression of both MHC class I and II molecules and activation of CD4 and CD8 cells. To investigate the role of MHC upregulation in IFN-gamma mediated antiviral effects in intraocular infection with HSV-1, we infected MHC deficient mice and mice with an additional ectopic site of IFN-gamma production in their retina (rho gamma) intravitreally with HSV-1 into one eye. Protective effects of IFN-gamma in intraocular HSV-1 infection were notable as sparing of the contralateral non-inoculated eye from retinitis, and were not dependent on MHC class I and class II expression, thus limiting the importance of MHC expression for the outcome of viral infection in vivo.																					WOS:A1995TZ69900013	9222384	
J	Leber, Andrew; Bassaganya-Riera, Josep; Tubau-Juni, Nuria; Zoccoli-Rodriguez, Victoria; Lu, Pinyi; Godfrey, Victoria; Kale, Shiv; Hontecillas, Raquel								Lanthionine Synthetase C-Life 2 Modulates Immune Responses to Influenza Virus Infection								FRONTIERS IN IMMUNOLOGY				8						178	10.3389/fimmu.2017.00178				FEB 21 2017	2017	Broad-based, host-targeted therapeutics have the potential to ameliorate viral infections without inducing antiviral resistance. We identified lanthionine synthetase C-like 2 (LANCL2) as a new therapeutic target for immunoinflammatory diseases. To examine the therapeutic efficacy of oral NSC61610 administration on influenza, we infected C57BL/6 mice with influenza A H1N1pdm virus and evaluated influenza-related mortality, lung inflammatory profiles, and pulmonary histopathology. Oral treatment with NSC61610 ameliorates influenza virus infection by down-modulating pulmonary inflammation through the downregulation of TNF-alpha and MCP-1 and reduction in the infiltration of neutrophils. NSC61610 treatment increases IL10-producing CD8+ T cells and macrophages in the lungs during the resolution phase of disease. The loss of LANCL2 or neutralization of IL-10 in mice infected with influenza virus abrogates the ability of NSC61610 to accelerate recovery and induce IL-10-mediated regulatory responses. These studies validate that oral treatment with NSC61610 ameliorates morbidity and mortality and accelerates recovery during influenza virus infection through a mechanism mediated by activation of LANCL2 and subsequent induction of IL-10 responses by CD8+ T cells and macrophages in the lungs.																					WOS:000394417700001	28270815	
J	Xiao, Yulian; Yang, Yanping; Hu, Dandan								Knockdown of METTL3 inhibits enterovirus 71-induced apoptosis of mouse Schwann cell through regulation of autophagy								PATHOGENS AND DISEASE				79	6					ftab036	10.1093/femspd/ftab036		AUG 2021		AUG 2021	2021	Enterovirus A71 (EV-A71 or EV-71) is an RNA virus that causes hand, foot and mouse disease in children. The N-6-methyladenosine (m(6)A) of RNA is a common RNA modification involved in various biological events. METTL3 is an m(6)A methyltransferase that regulates EV-71 replication. EV-71 infection induces autophagy, which also promotes EV-71 replication. In this study, we explored the role of METTL3 in EV-71 infection-induced autophagy. We constructed lentivirus expressing METTL3-specific shRNA and knocked down the endogenous METTL3 in mouse Schwann cells. We infected normal Schwann cells and METTL3 knockdown Schwann cells and compared the viral titer, expression of autophagy-related proteins and apoptosis-related protein. Transduction of lentivirus expressing METTL3 shRNA significantly decreased the endogenous METTL3. Knocking down METTL3 decreased the viral titer of EV-71 after infection. Knocking down METTL3 prevented EV-71-induced cell death and suppressed EV-71-induced expression of Bax while rescuing Bcl-2 expression after EV-71 infection. Knocking down METTL3 inhibited EV-71-induced expression of Atg5, Atg7 and LC3 II. Knocking down METTL3 inhibited EV-71-induced apoptosis and autophagy. In summary, our study describes the relationship of METTL3 and autophagy during EV-71 infection.This study describes the relationship of METTL3 and autophagy during EV-71 infection.																					WOS:000698982100006	34279591	
J	HAYASHI, HIROSHI								Experimental study on the infection of guinea-pigs to Japanese B encephalitis. 3. Histopathology of guinea-pigs experimentally infected with the virus								VIRUS [KYOTO UNIV]				3	(3)			173	177						1953	1953	Guinea-pigs which failed to exhibit any clinical signs of encephalitis by the admn. of Japanese B encephalitis virus by any route were infected exptlly. by the intracerebral or intramusc. route and the infected tissues were examined histologically. The animals reacted to the virus with generalized mesenchymal tissue reaction which could be pursued in almost all the organs. In the brain, however, no histol. changes were observed after infection by any route except intracerebral inoculation, and by the latter route the glial reaction and the round-cell infiltration in the meninges or in Virchow-Robin spaces could be elicited, but the nerve cell degeneration was not present. In other words, the features of neurotropism of the virus was not observed, at least in guinea-pigs. Histol. findings in other organs were round-cell infiltration in the endocardium or myocardium, so-called interstitial pneumonia, fatty degeneration of Kupffer-cell proliferation of the liver, marrow cell proliferation and follicle reaction of the spleen or lymphatic glands, and slight interstitial round-cell infiltration of kidney. || ABSTRACT AUTHORS: Auth. abst																					BCI:BCI19542800021431		
J	COACKLEY, W; PINI, A; GOSDEN, D								EXPERIMENTAL INFECTION OF CATTLE WITH PANTROPIC RIFT VALLEY FEVER VIRUS								RESEARCH IN VETERINARY SCIENCE				8	4			399	&						1967	1967																						WOS:A1967A294100001	6064502	
J	Smirnov, V. S.; Zarubaev, V. V.; Anfimov, P. M.; Shtro, A. A.								Effect of a combination of glutamyl-tryptophan and glycyrrhizic acid on the course of acute infection caused by influenza (H3H2) virus in mice								Voprosy Virusologii				57	3			23	27						MAY-JUN 2012	2012	The purpose of the study was to evaluate the modulating effect of glutamyl-tryptophan (EW), glycyrrhizic acid (GA), and their combination on the course of experimental infection caused by influenza A (H3N2) virus in mice. The animals were infected with influenza A/Aichi/2/68 (H3N2) virus in a dose of 1 or 10 LD50. GA (10 mg/kg body weight) and EW (0.1, 10, and 1000 mu g/kg) alone or in combination were intraperitoneally injected for 5 days, starting on day 1 of virus infection. Rimantadine 50 mg/kg/day was used as a comparison drug. The combination of EW (1000 mu g/kg) and GA (10 mg/kg) was ascertained to exert the maximum protective effect manifesting itself in reducing the death of infected animals (by 75-79% compared to the control depending on the viral dose) and the titers of viruses accumulated in the lung (5-6 log EID50) and in preventing lung tissue edema and inflammation. The noted effect was comparable with that seen in the use of rimantadine. The agents used alone had a lower efficacy than rimantadine. The findings permit the combination of GA and EW to be considered to be a promising agent for the treatment of influenza.																					BCI:BCI201200645464	22905423	
J	LAUSCH, RN; SWYERS, JS; KAUFMAN, HE								DELAYED HYPERSENSITIVITY TO HERPES SIMPLEX VIRUS IN GUINEA PIG								JOURNAL OF IMMUNOLOGY				96	6			981	&						1966	1966																						WOS:A19667990500009	4287991	
J	Davis, A. Sally; Taubenberger, Jeffery K.; Bray, Mike								The use of nonhuman primates in research on seasonal, pandemic and avian influenza, 1893-2014								ANTIVIRAL RESEARCH				117				75	98		10.1016/j.antiviral.2015.02.011				MAY 2015	2015	Attempts to reproduce the features of human influenza in laboratory animals date from the early 1890s, when Richard Pfeiffer inoculated apes with bacteria recovered from influenza patients and produced a mild respiratory illness. Numerous studies employing nonhuman primates (NHPs) were performed during the 1918 pandemic and the following decade. Most used bacterial preparations to infect animals, but some sought a filterable agent for the disease. Since the viral etiology of influenza was established in the early 1930s, studies in NHPs have been supplemented by a much larger number of experiments in mice, ferrets and human volunteers. However, the emergence of a novel swine-origin H1N1 influenza virus in 1976 and the highly pathogenic H5N1 avian influenza virus in 1997 stimulated an increase in NHP research, because these agents are difficult to study in naturally infected patients and cannot be administered to human volunteers. In this paper, we review the published literature on the use of NHPs in influenza research from 1893 through the end of 2014. The first section summarizes observational studies of naturally occurring influenza-like syndromes in wild and captive primates, including serologic investigations. The second provides a chronological account of experimental infections of NHPs, beginning with Pfeiffer's study and covering all published research on seasonal and pandemic influenza viruses, including vaccine and antiviral drug testing. The third section reviews experimental infections of NHPs with avian influenza viruses that have caused disease in humans since 1997. The paper concludes with suggestions for further studies to more clearly define and optimize the role of NHPs as experimental animals for influenza research. Published by Elsevier B.V.																					WOS:000353734800010	25746173	
J	Mollentze, Nardus; Streicker, Daniel G.; Murcia, Pablo R.; Hampson, Katie; Biek, Roman								Virulence mismatches in index hosts shape the outcomes of cross-species transmission								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				117	46			28859	28866		10.1073/pnas.2006778117				NOV 17 2020	2020	Whether a pathogen entering a new host species results in a single infection or in onward transmission, and potentially an outbreak, depends upon the progression of infection in the index case. Although index infections are rarely observable in nature, exper-imental inoculations of pathogens into novel host species provide a rich and largely unexploited data source for meta-analyses to identify the host and pathogen determinants of variability in infection outcomes. We analyzed the progressions of 514 experimental cross-species inoculations of rabies virus, a widespread zoonosis which in nature exhibits both dead-end infections and varying levels of sustained transmission in novel hosts. Inoculations originating from bats rather than carnivores, and from warmerto cooler-bodied species caused infections with shorter incubation periods that were associated with diminished virus excretion. Inoculations between distantly related hosts tended to result in shorter clinical disease periods, which are also expected to impede onward transmission. All effects were modulated by infection dose. Taken together, these results suggest that as host species become more dissimilar, increased virulence might act as a limiting factor preventing onward transmission. These results can explain observed constraints on rabies virus host shifts, describe a previously unrecognized role of host body temperature, and provide a potential explanation for host shifts being less likely between genetically distant species. More generally, our study highlights meta-analyses of experimental infections as a tractable approach to quantify the complex interactions between virus, reservoir, and novel host that shape the outcome of cross-species transmission.																					WOS:000591360600013	33122433	
J	Filipovska-Naumovska, Emilija; Thompson, Martin J.; Hopwood, Deborah; Pass, David A.; Wilcox, Graham E.								Strain- and Age-Associated Variation in Viral Persistence and Antibody Response to Mouse Parvovirus 1 in Experimentally Infected Mice								JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE				49	4			443	447						JUL 2010	2010	The effect of mouse strain and age at infection on viral replication and concurrent antibody response to mouse parvovirus 1 (isolate MPV1f) was evaluated for 305 d after inoculation in 4 strains of mice. The results confirmed previous reports that mouse strain and age at infection are significant factors in viral persistence and antibody development and detection. Random-bred Arc:Arc(s) mice originally bred from CD1 stock inoculated as juveniles (4 wk) or adults (8 wk) developed persistent viral infection for 152 d after inoculation and an antibody response that persisted for 295 d. Mice of C57BL/6J background inoculated as juveniles had detectable viral DNA in large intestinal content and tissues for 24 d after inoculation and an antibody response that persisted for 288 d. However, viral DNA was not detected in tissues of C57BL/6J mice inoculated as adults, although an antibody was detected for 111 d after inoculation; these results suggest probable viral replication in adult C57BL/6J mice but at levels below the limits of detection. BALB/cArc mice inoculated as juveniles or adults had detectable virus DNA in tissues for 108 to 242 d after inoculation, but no antibody was detected. Similarly, BALB/c-Foxn1(nu)/Arc mice had detectable levels of viral DNA in tissues for 98 to 131 d but no measurable antibody. The difficulty of detecting antibody in mice with a BALB/c background indicates they are unsuitable for routine surveillance of MPV1f infection.																					WOS:000280537800010	20819390	
J	Jacome, Fernanda Cunha; Caldas, Gabriela Cardoso; Rasinhas, Arthur da Costa; Teixeira de Almeida, Ana Luisa; Coutinho de Souza, Daniel Dias; Paulino, Amanda Carlos; Leonardo, Raphael; Barth, Ortrud Monika; dos Santos, Flavia Barreto; Barreto-Vieira, Debora Ferreira								Comparative analysis of liver involvement caused by two DENV-2 lineages using an immunocompetent murine model								SCIENTIFIC REPORTS				11	1					9723	10.1038/s41598-021-88502-2				MAY 6 2021	2021	Dengue (DEN) is the most prevalent arbovirus among humans, and four billion people live at risk of infection. The clinical manifestations of DEN are variable, and the disease may present subclinically or asymptomatically. A quarter of patients develop classical dengue (CD) or severe dengue (SD), which is potentially lethal and involves vascular permeability changes, severe hemorrhage and organ damage. The involvement of the liver is a fairly common feature in DEN, and alterations range from asymptomatic elevation of transaminases to acute liver failure. Since its introduction in Brazil in 1990, two strains of Dengue virus (DENV) serotype 2 (DENV-2) have been detected: Lineage I, which is responsible for an outbreak in 1991, and Lineage II, which caused an epidemic greater than the previous one and had a different epidemiological profile. To date, studies on different strains of the same serotype/genotype and their association with disease severity are scarce. In addition, one of the greatest challenges regarding the study of DEN pathogenesis and the development of drug and vaccine therapies is the absence of an animal model that reproduces the disease as it occurs in humans. The main goals of this study were to assess BALB/c mouse susceptibility experimentally infected by two distinct DENV-2 strains and characterize possible differences in the clinical signs and alterations induced in the liver resulting from those infections. Mice infected by the two DENV-2 lineages gained less weight than uninfected mice; however, their livers were slightly heavier. Increased AST and AST levels were observed in infected mice, and the number of platelets increased in the first 72 h of infection and subsequently decreased. Mice infected with both lineages presented leukocytosis but at different times of infection. The histopathological changes induced by both lineages were similar and comparable to the changes observed in DEN fatal cases. The viral genome was detected in two liver samples. The results demonstrate the susceptibility of BALB/c mice to both DENV-2 lineages and suggest that the changes induced by those strains are similar, although for some parameters, they are manifested at different times of infection.																					WOS:000656988100031	33958631	
J	DAVIS, MH; HOGGE, AL; CORRISTAN, EC; FERRELL, JF								MOSQUITO TRANSMISSION OF VENEZUELAN EQUINE ENCEPHALOMYELITIS VIRUS FROM EXPERIMENTALLY INFECTED DOGS								AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE				15	2			227	+		10.4269/ajtmh.1966.15.227				1966	1966																						WOS:A19667577900017	4379643	
J	CORNET, M; DEJARDIN, J; JAN, C; COZ, J; ADAM, C; VALADE, M								TECHNICAL NOTE ON ARBOVIRUSES ISOLATION BY MEANS OF BABY MICE INOCULATION - PREPARATION OF MOSQUITO GRINDS								BULLETIN DE LA SOCIETE DE PATHOLOGIE EXOTIQUE				70	2			137	143						1977	1977																						WOS:A1977EE80600005	23219	
J	McElhinney, LM; Parsons, G; Nadian, A; Lowings, JP; Fooks, AR								Rabies diagnosis in the presence of strychnine and carbamate								VETERINARY RECORD				155	10			303	304		10.1136/vr.155.10.303				SEP 4 2004	2004																						WOS:000223941000011	15478501	
J	TENSER, RB; HSIUNG, GD								DISTRIBUTION OF GUINEA-PIG HERPES-LIKE VIRUS IN BRAIN AND OTHER TISSUES OF NATURALLY AND EXPERIMENTALLY INFECTED ANIMALS								PROCEEDINGS OF THE SOCIETY FOR EXPERIMENTAL BIOLOGY AND MEDICINE				152	3			428	431						1976	1976																						WOS:A1976CA38000032	181762	
J	Torlone, V.								Isolation of a virus from cats with rhino-conjunctivitis.				Agente citopatogeno isolato da una forma rino-congiuntivale del gatto.				Veterinaria italiana				11				915	928						1960	1960	A cytopathic effect was produced on cat's trypsinized kidney cells by suspensions of scrapings of conjunctiva or of nasal mucosa from a cat with rhino-conjunctivitis. The cytopathic agent was passaged and 8th passage material was used for further experiments. Experimental transmission was achieved in cats (but not in mice, guineapigs, rabbits or hamsters) by ocular or intranasal inoculation. Multiplication of the virus was not achieved in other tissue cultures or in 7 to 11-day embryonated eggs. Neutralization tests with immune sera against a number of viruses isolated from cats gave negative results. Positive results were obtained with the serum of a cat surviving natural infection; of cats surviving experimental infection; and of 3 of 8 apparently healthy cats. A hyperimmune serum was prepared in rabbits by i/v injection of stock virus. Pathological findings and cytopathic effects were in no way similar to those produced by any of the known viruses of cats. The cytopathic effect was rapid (4-18 hours) and was characterized by the formation of a paranuclear cytoplasmic mass similar to that produced by polioviruses.-T.E.G.R.																					CABI:19612201816		
J	NYE, R. E.; LIEN, J. C.								Laboratory transmission of Semliki Forest virus by Aedes togoi Theo								TRANS ROY SOC TROP MED AND HYG				54	(3)			263	264						1960	1960	Aedes togoi has long been known as an experimentally infected vector of Japanese B encephalitis (a group of B virus). The present series of experiments show that it can equally readily serve as an experimental vector of the mouse-adapted strain of Semliki Forest virus (a group A virus). This mosquito must therefore be regarded as a potential vector for group A viruses, some of which are present within the natural range of this insect (Japan, the Ryuku Islands, Taiwan, Korea, and the eastern portions of China and Siberia. || ABSTRACT AUTHORS: A. C. Walton																					BCI:BCI19613600021183		
J	Zanuzzi, C. N.; Bravi, M. E.; Scrochi, M. R.; Nishida, F.; Fuentealba, N. A.; Diessler, M. E.; Sguazza, H. G.; Muglia, C. I.; Gimeno, Ej.; Portiansky, E. L.; Barbeito, C. G.; Galosi, C. M.								Microvascular lesions and changes in cell proliferation and death, and cytokine expression in the placentas of mice experimentally infected with Equid Herpesvirus 1								RESEARCH IN VETERINARY SCIENCE				109				121	128		10.1016/j.rvsc.2016.09.005				DEC 2016	2016	This study describes the changes observed in the placentas of mice experimentally infected with an abortigenic strain of EHV-1 at mid-pregnancy and euthanized at days 3 and 4 post-infection. We analyzed microscopic vascular alterations, cell proliferation and death by immunohistochemistry, and the expression of IFN-gamma,TNF-alpha. and the IL-10 by qPCR and flow cytometry. Infected mice showed slight respiratory signs and ruffled fur during the first two days post-infection. Virus isolation and DNA detection were positive only in the lungs of the infected mice. Vascular congestion, increase in the labyrinth area, and a significant reduction in fetal capillary endothelium surface of infected placentas were found. Cell proliferation was significantly reduced in the infected placentas, whereas the apoptosis was significantly increased. 110, TNF and IFN-gamma showed different expression in the infected placentas and uteri. The effects of EHV-1 during pregnancy depend on different pathogenic mechanisms in which vascular alterations, and cell death and proliferation and local cytokine changes are compromised. (C) 2016 Elsevier Ltd. All rights reserved.																					WOS:000390737200018	27892860	
J	Bachh, AS; Ram, GC; Hopkins, J; Bansal, MP								Observations on cellular response in experimentally sheep-pox-infected lambs								INDIAN JOURNAL OF ANIMAL SCIENCES				67	4			263	266						APR 1997	1997	The observation on T cell mediated responses in experimentally sheep-pox virus (SPV)-infected lambs, was made on the basis of virus (SPV) antigen induced lymphocyte proliferation, interleukin-2 (IL-2) production ability of peripheral blood lymphocytes (PBL), IL-2 receptor expression, leucocyte migration inhibition (LMIA) and lymphocyte subset alteration in the peripheral blood by using panel of mouse monoclonal antibodies to sheep leucocyte antigen designated as CD4, CD8, CDS, T19, CD45, CD2, B.MHC: class I and MHC class II. The sequential changes in PBL subset population with considerable decrease in CD8+ ratio (30.5 to 1.26) in the post-infection period of lambs were significant. The specific viral antigen induced lymphocyte blastogenesis and release of increased amounts of soluble factors especially IL-2 post viral infection is regarded as in vitro correlate of cell-mediated immune response (CMI) against pox.																					WOS:A1997XE89400001		
