PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kallio, Eva R.; Klingstrom, Jonas; Gustafsson, Elisabeth; Manni, Tytti; Vaheri, Antti; Henttonen, Heikki; Vapalahti, Olli; Lundkvist, Ake								Prolonged survival of Puumala hantavirus outside the host: evidence for indirect transmission via the environment								JOURNAL OF GENERAL VIROLOGY				87				2127	2134		10.1099/vir.0.81643-0				AUG 2006	2006	The capability of rodent-borne viruses to survive outside the host is critical for the transmission dynamics within rodent populations and to humans. The transmission of Puumala virus (PUUV) in colonized bank voles (Clethrionomys glareolus) was investigated and additional longevity studies in cell culture with PUUV and Tula (TULV) hantaviruses were performed. Wild-type PUUV excreted by experimentally infected donor bank voles was shown to be transmitted indirectly between rodents through contaminated beddings, and maintained its infectivity to recipient voles at room temperature for 12-15 days. In cell culture supernatants, PUUV and TULV remained infectious for 5-11 days at room temperature and up to 18 days at 4 degrees C, but were inactivated after 24 h at 37 degrees C. Interestingly, a fraction of dried virus was still infectious after 1 h at 56 degrees C. These results demonstrated that hantavirus transmission does not require direct contact between rodents, or between rodents and humans, and that the indirect transmission of PUUV through contaminated environment takes place among the rodents for a prolonged period of time. The results also have implications for safety recommendations for work with hantaviruses and for preventive measures.																					WOS:000239612500002	16847107	
J	Martell, D. M. A.; Batalla, C. D.; Lopez, R. J.								[Detection of specific rabies fluorescence before the appearance of clinical signs in mice inoculated intra cerebrally with one of five rabies virus strains, with or without dimethyl sulphoxide (DMSO).].				Detection de fluorescencia especifica a rabia antes de la aparicion de signos en ratones inoculados intracerebralmente con 5 cepas de virus rabico con y sin dimetil-sulfoxido (DMSO).				Tecnica Pecuaria en Mexico					Nos.12-13			28	32						1969	1969	Three of the virus strains were from canine street cases, one was mixed virus from ten cases of bovine paralytic rabies, and one was mixed virus from vampire bats artificially infected from bovine cases. Groups of 3-week-old mice were inoculated intracerebrally with a 101 dilution of each virus, with and without DMSO. Batches were killed every 3 hours, commencing in the canine virus groups 24 hours after inoculations in the bovine virus groups after 72 hours, and in the vampire virus groups after 96 hours. Brain impressions were examined for fluorescent antibodies. Remaining mice were kept to determine the time of appearance of clinical signs. The time of appearance of fluorescence was variable, and some impressions in each series were negative. In the canine virus group it was first noted at 24 hours, and the first signs appeared 90-96 hours later; the average period of incubation in the DMSO series was about one day shorter than in the virus-only series, but fluorescence was not increased. In the bovine virus series fluorescence appeared at 81 hours and clinical signs 87 hours later, DMSO reduced the period of incubation by one day. In the vampire virus series fluorescence was noted at 96 hours and the average period of incubation was 14 days in the DMSO and 15 days in the virus-only group.																					CABI:19712265435		
J	Takagi, Toshikazu; Ohsawa, Makiko; Yamanaka, Hitoki; Matsuda, Naoki; Sato, Hiroshi; Ohsawa, Kazutaka								Difference of two new LCMV strains in lethality and viral genome load in tissues								EXPERIMENTAL ANIMALS				66	3			199	208		10.1538/expanim.16-0097				JUL 2017	2017	More than 30 strains of lymphocytic choriomeningitis virus (LCMV) have been isolated from mice, hamsters and humans in the United States, Europe and Japan. Experimentally infected mice exhibit different clinical signs and lethality depending on a combination of LCMV epitope peptides and host major histocompatibility complex (MHC) class I molecules. This study examined the pathogenicity, clinical signs and lethality, of two new LCMV strains (BRC and OQ28) using three inbred mouse strains with different genetic backgrounds having different H-2D haplotypes. Strain OQ28 (OQ28) infected mice exhibited clinical signs and lethality, whereas strain BRC (BRC) infected mice showed no clinical signs of infection. The viral genome load in tissues of C57BL/6 mice infected with two strains was determined using one-step real time RT-PCR. In C57BL/6 mice, higher levels of OQ28 viral genome load were detected in all tissues rather than were present in BRC infected mice. The viral genome load in lungs of both virus strains remained higher levels than in other tissues at 28 days post infection. Comparing sequences of the three LCMV epitope peptide regions revealed one non-conservative amino acid substitution codon in OQ28 and two amino acid differences in BRC. These results suggest that the varied pathogenicity and viral genome load of LCMV strains are not based only on differences in the host MHC class I molecule.																					WOS:000406648600003	28260717	
J	NADEL, EM; HAAS, VH								EFFECT OF THE VIRUS OF LYMPHOCYTIC CHORIOMENINGITIS ON THE COURSE OF LEUKEMIA IN GUINEA PIGS AND MICE								JOURNAL OF THE NATIONAL CANCER INSTITUTE				17	2			221	231						1956	1956																						WOS:A1956WD26800011	13357941	
R	Acuna-Retamar, Mariana; Campbell, Corey L; Schountz, Tony; Torres-Perez, Fernando								Transcriptome Markers of Viral Persistence in Naturally-Infected Andes Virus (Bunyaviridae) Seropositive Long-Tailed Pygmy Rice Rats								Figshare															2016-01-14	2015	Long-tailed pygmy rice rats (Oligoryzomys longicaudatus) are principal reservoir hosts of Andes virus (ANDV) (Bunyaviridae), which causes most hantavirus cardiopulmonary syndrome cases in the Americas. To develop tools for the study of the ANDV-host interactions, we used RNA-Seq to generate a de novo transcriptome assembly. Splenic RNA from five rice rats captured in Chile, three of which were ANDV-infected, was used to generate an assembly of 66,173 annotated transcripts, including noncoding RNAs. Phylogenetic analysis of selected predicted proteins showed similarities to those of the North American deer mouse (Peromyscus maniculatus), the principal reservoir of Sin Nombre virus (SNV). One of the infected rice rats had about 50-fold more viral burden than the others, suggesting acute infection, whereas the remaining two had levels consistent with persistence. Differential expression analysis revealed distinct signatures among the infected rodents. The differences could be due to 1) variations in viral load, 2) dimorphic or reproductive differences in splenic homing of immune cells, or 3) factors of unknown etiology. In the two persistently infected rice rats, suppression of the JAK-STAT pathway at Stat5b and Ccnot1, elevation of Casp1, RIG-I pathway factors Ppp1cc and Mff, and increased FC receptor-like transcripts occurred. Caspase-1 and Stat5b activation pathways have been shown to stimulate T helper follicular cell (TFH) development in other species. These data are also consistent with reports suggestive of TFH stimulation in deer mice experimentally infected with hantaviruses. In the remaining acutely infected rice rat, the apoptotic pathway marker Cox6a1 was elevated, and putative anti-viral factors Abcb1a, Fam46c, Spp1, Rxra, Rxrb, Trmp2 and Trim58 were modulated. Transcripts for preproenkephalin (Prenk) were reduced, which may be predictive of an increased T cell activation threshold. Taken together, this transcriptome dataset will permit rigorous examination of rice rat-ANDV interactions and may lead to better understanding of virus ecology.																					DRCI:DATA2016064008420123		
J	Campbell, Corey L.; Torres-Perez, Fernando; Acuna-Retamar, Mariana; Schountz, Tony								Transcriptome Markers of Viral Persistence in Naturally-Infected Andes Virus (Bunyaviridae) Seropositive Long-Tailed Pygmy Rice Rats								PLOS ONE				10	4					e0122935	10.1371/journal.pone.0122935				APR 9 2015	2015	Long-tailed pygmy rice rats (Oligoryzomys longicaudatus) are principal reservoir hosts of Andes virus (ANDV) (Bunyaviridae), which causes most hantavirus cardiopulmonary syndrome cases in the Americas. To develop tools for the study of the ANDV-host interactions, we used RNA-Seq to generate a de novo transcriptome assembly. Splenic RNA from five rice rats captured in Chile, three of which were ANDV-infected, was used to generate an assembly of 66,173 annotated transcripts, including noncoding RNAs. Phylogenetic analysis of selected predicted proteins showed similarities to those of the North American deer mouse (Peromyscus maniculatus), the principal reservoir of Sin Nombre virus (SNV). One of the infected rice rats had about 50-fold more viral burden than the others, suggesting acute infection, whereas the remaining two had levels consistent with persistence. Differential expression analysis revealed distinct signatures among the infected rodents. The differences could be due to 1) variations in viral load, 2) dimorphic or reproductive differences in splenic homing of immune cells, or 3) factors of unknown etiology. In the two persistently infected rice rats, suppression of the JAK-STAT pathway at Stat5b and Ccnot1, elevation of Casp1, RIG-I pathway factors Ppp1cc and Mff, and increased FC receptor-like transcripts occurred. Caspase-1 and Stat5b activation pathways have been shown to stimulate T helper follicular cell (TFH) development in other species. These data are also consistent with reports suggestive of TFH stimulation in deer mice experimentally infected with hantaviruses. In the remaining acutely infected rice rat, the apoptotic pathway marker Cox6a1 was elevated, and putative anti-viral factors Abcb1a, Fam46c, Spp1, Rxra, Rxrb, Trmp2 and Trim58 were modulated. Transcripts for preproenkephalin (Prenk) were reduced, which may be predictive of an increased T cell activation threshold. Taken together, this transcriptome dataset will permit rigorous examination of rice rat-ANDV interactions and may lead to better understanding of virus ecology.																					WOS:000352588500067	25856432	
J	HANCOCK, GE; SPEELMAN, DJ; FRENCHICK, PJ; MINEOKUHN, MM; BAGGS, RB; HAHN, DJ								FORMULATION OF THE PURIFIED FUSION PROTEIN OF RESPIRATORY SYNCYTIAL VIRUS WITH THE SAPONIN QS-21 INDUCES PROTECTIVE IMMUNE-RESPONSES IN BALB/C MICE THAT ARE SIMILAR TO THOSE GENERATED BY EXPERIMENTAL-INFECTION								VACCINE				13	4			391	400		10.1016/0264-410X(95)98263-A				MAR 1995	1995	The feasibility of employing a vaccine composed of the purified fraction 21 of Quillaja saponaria (QS-21) and the fusion (F) protein of respiratory syncytial virus (RSV) to induce protective immune responses in the lower respiratory tract of Balb/c mice was examined. Our goal was to compare focal and systemic immune responses with those induced following immunization with the protein adsorbed to aluminium hydroxide (F/ALOH) adjuvant or by experimental infection. Sera from mice vaccinated with the QS-21 formulation (F/QS-21) contained elevated anti-F protein IgG antibody titres that were dependent on the dose of QS-21 employed. Similar to the immune responses generated by experimental infection, the sera from mice vaccinated with F/QS-21 possessed greater capacity to neutralize virus infectivity that was associated with the generation of heightened complement-fixing IgG2a antibody titres. In contrast, vaccination with F/ALOH elicited systemic immune responses that were characterized by a predominance of protein-specific antibodies of the IgG1 subclass and lower neutralizing antibody titres. The capacity of F/QS-21 to facilitate local pulmonary immune responses was also examined and found to be similar to those induced by experimental infection. After virus challenge, a 90-fold increase in the number of F protein-specific antibody-secreting cells was observed and associated with the clearance of virus from the infected lungs. Moreover, elevated levels of antigen-dependent killer cell activity were detected and appeared to be mediated by class I major histocompatibility complex restricted CD8+ T cells. Additional characterization of the pulmonary immune response was performed on the cellular infiltrates obtained after bronchoalveolar lavage and on formalin-fixed lung tissue. The local protective immune responses induced after challenge of the groups immunized with F/QS-21 Or infectious virus were significantly different from those elicited in naive control mice injected with adjuvant alone, or in mice immunized with F/ALOH. The cellularity of the lavage fluids from the former groups was characterized by a significantly greater percentage of lymphocytes and less neutrophils. In similar fashion histological evaluation of the lungs from mice immunized with F/QS-21 or infectious virus revealed significantly elevated local immune responses after challenge. In conclusion, the results suggest that formulation with F/QS-21 alters the qualitative and quantitative nature of the immune response to the F glycoprotein when compared with the traditional aluminium-based adjuvants.																					WOS:A1995QR84200012	7793137	
J	de Castro, Alessandra M. M. G.; Cruz, Tais F.; Yamada, Katarina B.; Gerber, Priscilla F.; Gabardo, Michelle P.; Araujo, Joao P., Jr.; Guedes, Roberto M. C.; Mori, Cinthia K.; Oliveira, Camila P.; Santos, Sueli S.; Richtzenhain, Leonardo J.								Preliminary evidence of age-dependent clinical signs associated with porcine circovirus 2b in experimentally infected CH3/Rockefeller mice								RESEARCH IN VETERINARY SCIENCE				103				70	72		10.1016/j.rvsc.2015.09.008				DEC 2015	2015	Mice and rats are susceptible to porcine circovirus 2b (PCV2) infection under field and experimental conditions. However, whether PCV2 induces disease in rodents remains a matter of debate. The objectives of the present study were to determine whether PCV2-induced disease in mice is age-dependent and whether intranasally inoculated animals are able to infect animals they come into contact with. Twenty-five CH3/Rockefeller mice were divided into six groups and intranasally inoculated with 25 mu L of either PCV2b or PBS on days 0, 3 and 6. One group remained untreated. Two age groups were tested: 3-week-old mice and 6-week-old mice. The administration of three PCV2 intranasal inoculations at intervals of three days was able to induce infection and support virus transmission in susceptible mice, regardless of the age at inoculation. The clinical signs associated with PCV2 infection were more severe in younger mice, and PCV2-DNA load was higher in their faeces. In conclusion, PCV2 induced disease in mice. (C) 2015 Published by Elsevier Ltd.																					WOS:000367119800011	26679798	
J	PAVRI, KM; SINGH, KRP								DEMONSTRATION OF ANTIBODIES AGAINST VIRUS OF KYASANUR FOREST DISEASE (KFD) IN FRUGIVOROUS BAT ROUSETTUS LESCHENAULTI NEAR POONA INDIA								INDIAN JOURNAL OF MEDICAL RESEARCH				53	10			956	&						1965	1965																						WOS:A19657085600007	5849871	
J	Bowen, Richard A.; Nemeth, Nicole M.								Experimental infections with West Nile virus								CURRENT OPINION IN INFECTIOUS DISEASES				20	3			293	297		10.1097/QCO.0b013e32816b5cad				JUN 2007	2007	Purpose of review West Nile virus emerged recently in North America as a serious human and animal pathogen. This review summarizes the use of experimental infections with West Nile virus in diverse vertebrate species that have been used to answer fundamental questions about the host response, pathogenesis of West Nile virus infection and virus evolution.Recent findings West Nile virus has an extremely broad vertebrate host range. Infection of common species of birds has defined those with high vs. low potential to serve as amplifying hosts for the virus. In general, mammals (primates, horses, companion animals) are dead-end hosts for West Nile virus, although some circumstances (i.e. immunosuppression) may allow individuals to become capable of transmitting the virus to mosquitoes. Some mammals (rodents, rabbits, squirrels) and reptiles (alligators) have been found to develop a viremia of sufficient magnitude to predict at least low competence for infecting feeding mosquitoes. Finally, experimental infection of rodents, horses and primates with West Nile virus has been integral to developing and evaluating the efficacy of West Nile virus vaccines.Summary Experimental infection with West Nile virus has assisted in delineating those hosts important and not important to the transmission cycle, in understanding how the virus induces disease in susceptible hosts, and in validating the efficacy of vaccines used for control of disease.																					WOS:000246779800009	17471040	
J	Achazi, Katharina; Ruzek, Daniel; Donoso-Mantke, Oliver; Schlegel, Mathias; Ali, Hanan Sheikh; Wenk, Mathias; Schmidt-Chanasit, Jonas; Ohlmeyer, Lutz; Ruehe, Ferdinand; Vor, Torsten; Kiffner, Christian; Kallies, Rene; Ulrich, Rainer G.; Niedrig, Matthias								Rodents as Sentinels for the Prevalence of Tick-Borne Encephalitis Virus								VECTOR-BORNE AND ZOONOTIC DISEASES				11	6			641	647		10.1089/vbz.2010.0236				JUN 2011	2011	Introduction: Tick-borne encephalitis virus (TBEV) causes one of the most important flavivirus infections of the central nervous system, affecting humans in Europe and Asia. It is mainly transmitted by the bite of an infected tick and circulates among them and their vertebrate hosts. Until now, TBE risk analysis in Germany has been based on the incidence of human cases. Because of an increasing vaccination rate, this approach might be misleading, especially in regions of low virus circulation.Method: To test the suitability of rodents as a surrogate marker for virus spread, laboratory-bred Microtus arvalis voles were experimentally infected with TBEV and analyzed over a period of 100 days by real-time (RT)-quantitative polymerase chain reaction. Further, the prevalence of TBEV in rodents trapped in Brandenburg, a rural federal state in northeastern Germany with autochthonous TBE cases, was determined and compared with that in rodents from German TBE risk areas as well as TBE nonrisk areas.Results: In experimentally infected M. arvalis voles, TBEV was detectable in different organs for at least 3 months and in blood for 1 month. Ten percent of all rodents investigated were positive for TBEV. However, in TBE risk areas, the infection rate was higher compared with that of areas with only single human cases or of nonrisk areas. TBEV was detected in six rodent species: Apodemus agrarius, Apodemus flavicollis, Apodemus sylvaticus, Microtus agrestis, Microtus arvalis, and Myodes glareolus. M. glareolus showed a high infection rate in all areas investigated.Discussion and Conclusion: The infection experiments proved that TBEV can be reliably detected in infected M. arvalis voles. These voles developed a persistent TBE infection without clinical symptoms. Further, the study showed that rodents, especially M. glareolus, are promising sentinels particularly in areas of low TBEV circulation.																					WOS:000291717500009	21548766	
J	BESSELSEN, DG; BESCHWILLIFORD, CL; PINTEL, DJ; FRANKLIN, CL; HOOK, RR; RILEY, LK								DETECTION OF H-1 PARVOVIRUS AND KILHAM RAT VIRUS BY PCR								JOURNAL OF CLINICAL MICROBIOLOGY				33	7			1699	1703		10.1128/JCM.33.7.1699-1703.1995				JUL 1995	1995	H-1 virus and Kilham rat virus (KRV) are autonomous parvoviruses which generally cause subclinical infections in rats and can cause persistent infections in cell cultures. In this study, primer sets specific for either H-1 or KRV were designed on the basis of DNA sequence comparisons of the rodent parvoviruses. The specificities of the H-1- and KRV-specific primer sets were determined by testing viral preparations of seven different parvoviruses and nine other viruses known to infect rodents. The H-1-specific PCR assay amplified the expected 254 bp product only in the presence of H-1 viral DNA and was able to detect as little as 100 fg of H-1 viral DNA. The KRV-specific PCR assay generated the expected 281-bp produce only when KRV viral DNA was used as the template and was able to detect as little as 10 pg of KRV viral DNA. Each assay was able to detect its respective virus in tissues from rats experimentally infected with H-1 or KRV. In contrast, no product was amplified by either assay with tissues from mock-infected rats. Our findings indicate that these PCR assays provide rapid, specific, and sensitive methods for the detection of H-1 or KRV infection in rats and cell culture systems.																					WOS:A1995RD99000003	7665631	
J	Dong Yande; Zhao Tongyan; Xie Chao; et al								Study of transmission of dengue virus by Culex pipiens quinquefasciatus in laboratory.								Zhongguo Meijieshengwuxue Ji Kongzhi Zazhi				11	5			363	366						October 2000	2000																						ZOOREC:ZOOR13700013170		
J	Schuh, Amy J.; Amman, Brian R.; Sealy, Tara K.; Spengler, Jessica R.; Nichol, Stuart T.; Towner, Jonathan S.								Egyptian rousette bats maintain long-term protective immunity against Marburg virus infection despite diminished antibody levels								SCIENTIFIC REPORTS				7						8763	10.1038/s41598-017-07824-2				AUG 18 2017	2017	Although bats are natural reservoir hosts for numerous zoonotic viruses, little is known about the long-term dynamics of the host immune response following infection and how these viruses are maintained in nature. The Egyptian rousette bat (ERB) is a known reservoir host for Marburg virus (MARV). Following infection of ERBs with MARV, virus-specific IgG antibodies are induced but rapidly wane and by 3 months post-infection the bats are seronegative. To determine whether reinfection of ERBs plays a role in MARV maintenance, we challenge groups of ERBs that were "naturally" or experimentally infected with MARV 17-24 months prior. No bats in either group exhibit evidence of MARV replication or shedding and all bats develop virus-specific secondary immune responses. This study demonstrates that infection of ERBs with MARV induces long-term protective immunity against reinfection and indicates that other factors, such as host population dynamics, drive MARV maintenance in nature.																					WOS:000407980000017	28821722	
J	FONG, CKY; BIA, F; HSIUNG, GD								ULTRASTRUCTURAL DEVELOPMENT AND PERSISTENCE OF GUINEA-PIG CYTOMEGALO-VIRUS IN DUCT CELLS OF GUINEA-PIG SUB-MAXILLARY GLAND								ARCHIVES OF VIROLOGY				64	2			97	108		10.1007/BF01318013				1980	1980																						WOS:A1980JR06200001	6247997	
J	Falendysz, Elizabeth A.; Lopera, Juan G.; Doty, Jeffrey B.; Nakazawa, Yoshinori; Crill, Colleen; Lorenzsonn, Faye; Kalemba, Lem's N.; Ronderos, Monica D.; Mejia, Andres; Malekani, Jean M.; Karem, Kevin; Carroll, Darin S.; Osorio, Jorge E.; Rocke, Tonie E.								Characterization of Monkeypox virus infection in African rope squirrels (Funisciurus sp.)								PLOS NEGLECTED TROPICAL DISEASES				11	8					e0005809	10.1371/journal.pntd.0005809				AUG 2017	2017	Monkeypox (MPX) is a zoonotic disease endemic in Central and West Africa and is caused by Monkeypox virus (MPXV), the most virulent Orthopoxvirus affecting humans since the eradication of Variola virus (VARV). Many aspects of the MPXV transmission cycle, including the natural host of the virus, remain unknown. African rope squirrels (Funisciurus spp.) are considered potential reservoirs of MPXV, as serosurveillance data in Central Africa has confirmed the circulation of the virus in these rodent species [1,2]. In order to understand the tissue tropism and clinical signs associated with infection with MPXV in these species, wild-caught rope squirrels were experimentally infected via intranasal and intradermal exposure with a recombinant MPXV strain from Central Africa engineered to express the luciferase gene. After infection, we monitored viral replication and shedding via in vivo bioluminescent imaging, viral culture and real time PCR. MPXV infection in African rope squirrels caused mortality and moderate to severe morbidity, with clinical signs including pox lesions in the skin, eyes, mouth and nose, dyspnea, and profuse nasal discharge. Both intranasal and intradermal exposures induced high levels of viremia, fast systemic spread, and long periods of viral shedding. Shedding and luminescence peaked at day 6 post infection and was still detectable after 15 days. Interestingly, one sentinel animal, housed in the same room but in a separate cage, also developed severe MPX disease and was euthanized. This study indicates that MPXV causes significant pathology in African rope squirrels and infected rope squirrels shed large quantities of virus, supporting their role as a potential source of MPXV transmission to humans and other animals in endemic MPX regions.																					WOS:000411068800028	28827792	
J	LIPPI, M.; TAGLIERI, G.; de DOMINICIS, A.								Influence of prednisolone on hepatosplenic collection of radioactive colloidal gold in experimental infections in mice with virus NWS.] [neurologic Wilson-Smith strain of influenza]				Influenza del prednisolone sulla captazione epatosplenica dell'oro colloidale radioattivo nella infezione sperimentale del topo con virus NWS				RASS ITAL GASTRO ENTEROL				11	(6)			231	249						1965	1965	The influence of prednisolone was studied on hepatic and splenic collection in 198 in experimental infections in mice with virus NWS. The hormone was administered daily at a dosage of 0.25 mg from the day of virus inoculation. The administration of prednisolone determined a statistically significant decrease in hepato-splenic collection of the radiocolloid in healthy animals, but only modestly in infected mice. It did not increase histological changes in hepatic and splenic damages and it increased mortality of infected animals. || ABSTRACT AUTHORS: Auth. sum. transl																					BCI:BCI19674800113172		
J	Ye, Run-Ze; Que, Teng-Cheng; Xia, Luo-Yuan; Cui, Xiao-Ming; Zhang, Ya-Wei; Jiang, Jia-Fu; Wang, Qi-Hui; Wang, Qian; He, Mei-Hong; Li, Lian-Feng; Shi, Wenqiang; Du, Li-Feng; Wei, Yong-Jie; Fan, Hang; Wu, Yu-Qiong; Liu, Jin-Yue; Zheng, Jia-Jing; Pan, Yu-Sheng; Wei, Wei; Hu, Yan-Ling; Cao, Wu-Chun; Jia, Na								Natural infection of pangolins with human respiratory syncytial viruses.								Current biology : CB				32	7			R307	R308		10.1016/j.cub.2022.02.057				2022-Apr-11	2022	Respiratory syncytial virus (RSV) is an enveloped non-segmented negative sense RNA virus that belongs to Orthopneumovirus genus of the Pneumoviridae family in the order Mononegavirales. The virus is the leading cause of severe respiratory disease in children under two years of age and is responsible for substantial disease burden in infants and elder people in both developed and developing countries1,2. RSV is only known to circulate among humans, though it was first isolated from chimpanzees3. The virus can experimentally infect mice, rats, cotton rats, ferrets, and hamsters, but does not naturally circulate in these animal populations4. We found that Malayan pangolins (Manis javanica) were naturally infected with RSVs that have 99.4-99.8% genomic identity with strains circulating in humans. Phylogenetic analyses revealed that five RSVs in pangolins were RSV-A ON1 and seven were RSV-B BA genotypes, both of which are currently prevalent in humans worldwide. These findings suggest that humans might transmit their viruses to endangered wildlife.																					MEDLINE:35413253	35413253	
J	COZ, J; VALADE, M; CORNET, M; ROBIN, Y								TRANSOVARIAN TRANSMISSION OF ONE FLAVIVIRUS - KOUTANGO VIRUS IN AEDES-AEGYPTI								COMPTES RENDUS HEBDOMADAIRES DES SEANCES DE L ACADEMIE DES SCIENCES SERIE D				283	1			109	110						1976	1976																						WOS:A1976CB25200029	827342	
J	RUSSELL, RJ; MCGINLEY, JR								PNEUMOCYSTIS-CARINII - ANIMAL PRODUCTION PERSPECTIVE								JOURNAL OF PROTOZOOLOGY				38	6			S128	S129						NOV-DEC 1991	1991	Pneumocystis carinii is an important cause of pneumonia in immunocompromised human patients. The organism is also found as a saprophyte in the lungs of many species of animals. Animal models have been used as a source of P. carinii organisms for study of the disease. The rat model has been especially useful. Initially, the infection was latent in most colonies, and P. carinii pneumonia readily developed when animals were immunosuppressed. Today, many barrier raised rodent colonies are free of adventitious viruses, bacteria, Mycoplasma sp., and parasites, including P. carinii. Variability is now seen in the rat model. The use of cultured organisms to experimentally infect rats and mice prior to immunosuppression has met the need for some investigators, however, latent-infected, barrier-raised and isolator-raised rodents are still required. Colonies specifically infectead with P. carinii can provide latent-infected animals and are better protected from potentially interfering organisms than barrier-raised animals. The development of these colonies is feasible as investigators and animal producers work together to define and develop this resource.																					WOS:A1991HA63000078	1818135	
J	Tan, Chee Wah; Wittwer, Kevin; Lim, Xiao Fang; Uehara, Anna; Mani, Shailendra; Wang, Lin-Fa; Anderson, Danielle E.								Serological evidence and experimental infection of cynomolgus macaques with pteropine orthorevirus reveal monkeys as potential hosts for transmission to humans								EMERGING MICROBES & INFECTIONS				8	1			787	795		10.1080/22221751.2019.1621668				MAY 28 2019	2019	Pteropine orthoreoviruses (PRV) are emerging bat-borne viruses with proven zoonotic transmission. We recently demonstrated human exposure to PRV in Singapore, which together with previous reports from Malaysia and Vietnam suggest that human infection of PRV may occur periodically in the region. This raises the question whether bats are the only sources of human infection. In this study, we screened 517 cynomolgus macaques caught in Singapore for evidence of exposure to PRV3M (also known as Melaka virus), which was first isolated from human patients in Melaka, Malaysia. We found that 67 serum samples were PRV3M positive by ELISA and 34 were also positive by virus neutralization assay. To investigate whether monkeys could act as hosts for PRV transmission, we experimentally infected cynomolgus macaques with PRV3M and housed these animals with uninfected monkeys. Although no clinical signs of infection were observed in infected animals, viral RNA was detected in nasal and rectal swabs and all infected macaques seroconverted. Additionally, one of the uninfected animals seroconverted, implying active shedding and transmission of PRV3M. We provide evidence that PRV exposure in the macaque population in Singapore occurs at a relatively high prevalence and this study suggests that cynomolgus macaques may be an intermediate or reservoir host for PRVs.																					WOS:000469312900002	31132935	
J	Le Lay-Rogues, G.; Chastel, C.								Are bat viruses transmitted by arthropods or not?				Virus des chiropteres transmis ou non par arthropodes?				Medecine Tropicale				46	4			389	395						1986	1986	Viruses isolated from bats are tabulated. The arthropod-borne Japanese encephalitis virus and the non-arthropod-borne Rio Bravo virus are discussed with regard to isolations from bats, serological surveys and experimental infection studies. Results of serological surveys for viruses (e.g. West Nile, Tahyna, Arumowot and sandfly fever (Sicily) viruses) in bats in Tunisia and Spain are presented.																					CABI:19920510801		
J	Tonteri, Elina; Kipar, Anja; Voutilainen, Liina; Vene, Sirkka; Vaheri, Antti; Vapalahti, Olli; Lundkvist, Ake								The Three Subtypes of Tick-Borne Encephalitis Virus Induce Encephalitis in a Natural Host, the Bank Vole (Myodes glareolus)								PLOS ONE				8	12					e81214	10.1371/journal.pone.0081214				DEC 13 2013	2013	Tick-borne encephalitis virus (TBEV) infects bank voles (Myodes glareolus) in nature, but the relevance of rodents for TBEV transmission and maintenance is unclear. We infected colonized bank voles subcutaneously to study and compare the infection kinetics, acute infection, and potential viral persistence of the three known TBEV subtypes: European (TBEV-Eur), Siberian (TBEV-Sib) and Far Eastern (TBEV-FE). All strains representing the three subtypes were infective and highly neurotropic. They induced (meningo) encephalitis in some of the animals, however most of the cases did not present with apparent clinical symptoms. TBEV-RNA was cleared significantly slower from the brain as compared to other organs studied. Supporting our earlier findings in natural rodent populations, TBEV-RNA could be detected in the brain for up to 168 days post infection, but we could not demonstrate infectivity by cell culture isolation. Throughout all time points post infection, RNA of the TBEV-FE was detected significantly more often than RNA of the other two strains in all organs studied. TBEV-FE also induced prolonged viremia, indicating distinctive kinetics in rodents in comparison to the other two subtypes. This study shows that bank voles can develop a neuroinvasive TBEV infection with persistence of viral RNA in brain, and mount an anti-TBEV IgG response. The findings also provide further evidence that bank voles can serve as sentinels for TBEV endemicity.																					WOS:000328734200006	24349041	
J	LEE, HW; FRENCH, GR; LEE, PW; BAEK, LJ; TSUCHIYA, K; FOULKE, RS								OBSERVATIONS ON NATURAL AND LABORATORY INFECTION OF RODENTS WITH THE ETIOLOGIC AGENT OF KOREAN HEMORRHAGIC-FEVER								AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE				30	2			477	482		10.4269/ajtmh.1981.30.477				1981	1981																						WOS:A1981LU02500025	6786119	
J	Schountz, Tony								Immunology of Bats and Their Viruses: Challenges and Opportunities								VIRUSES-BASEL				6	12			4880	U410		10.3390/v6124880				DEC 2014	2014	Bats are reservoir hosts of several high-impact viruses that cause significant human diseases, including Nipah virus, Marburg virus and rabies virus. They also harbor many other viruses that are thought to have caused disease in humans after spillover into intermediate hosts, including SARS and MERS coronaviruses. As is usual with reservoir hosts, these viruses apparently cause little or no pathology in bats. Despite the importance of bats as reservoir hosts of zoonotic and potentially zoonotic agents, virtually nothing is known about the host/virus relationships; principally because few colonies of bats are available for experimental infections, a lack of reagents, methods and expertise for studying bat antiviral responses and immunology, and the difficulty of conducting meaningful field work. These challenges can be addressed, in part, with new technologies that are species-independent that can provide insight into the interactions of bats and viruses, which should clarify how the viruses persist in nature, and what risk factors might facilitate transmission to humans and livestock.																					WOS:000346834500005	25494448	
